gene,log2FC,mean_tumor,mean_normal,t_statistic,p_value,n_tumor,n_normal,fdr,abs_log2FC,regulation
NASP,0.5732919279050765,5.251051943056457,4.677760015151381,5.778227368022859,5.0618908229741926e-08,98,50,1.5486293369093012e-07,0.5732919279050765,NS
MIR4530,-0.5732801579632552,0.5981989756030281,1.1714791335662833,-3.2358406483100235,0.0017471895622891837,98,50,0.00303879143723251,0.5732801579632552,NS
GTF3C2,0.5732368910821641,4.997925974998311,4.424689083916147,8.256552530708968,9.019146511036466e-14,98,50,5.184958061268924e-13,0.5732368910821641,NS
LINC00624,0.5731922258707807,0.7893005706368242,0.2161083447660436,6.785178487182231,6.672003057516557e-10,98,50,2.574083307094284e-09,0.5731922258707807,NS
AC020907.4,0.573153533538463,2.2954940703202675,1.7223405367818045,3.675834942089861,0.00034788761286445614,98,50,0.0006676220797408539,0.573153533538463,NS
ADGRA3,0.5731098454093484,3.63372166668316,3.060611821273812,6.286893765444703,3.543752396563535e-09,98,50,1.2416663964517588e-08,0.5731098454093484,NS
CR1,-0.5730564252239687,1.356414539050079,1.9294709642740477,-5.1144070718667,1.119436381228326e-06,98,50,2.9241996295028294e-06,0.5730564252239687,NS
APLP2,-0.5730421445427485,8.79802665880502,9.371068803347768,-5.833590408456884,3.816861996130768e-08,98,50,1.1883649547681876e-07,0.5730421445427485,NS
COPG1,0.5729948969329017,7.6357288219090265,7.062733924976125,8.78375944858591,3.938788122840354e-15,98,50,2.6477781827475362e-14,0.5729948969329017,NS
AC091178.2,0.5729882025387681,0.9908269033773578,0.41783870083858965,6.703046175021359,4.609457102555419e-10,98,50,1.8055308444196627e-09,0.5729882025387681,NS
RASA3,-0.5729489439651254,3.7863319067820362,4.359280850747162,-5.570366158137459,1.192827834048994e-07,98,50,3.4855950905786946e-07,0.5729489439651254,NS
CACNA1C,-0.5729383155587986,1.157458618350645,1.7303969339094436,-5.942270403470117,3.763083798004478e-08,98,50,1.1723613348275437e-07,0.5729383155587986,NS
HMBOX1,-0.572876554662225,2.750459547561489,3.323336102223714,-5.699343267826319,8.94060675293856e-08,98,50,2.6565989643897255e-07,0.572876554662225,NS
UCA1,0.5726899184031067,0.6456435957882363,0.07295367738512959,5.199329782138487,1.0910319276965733e-06,98,50,2.856809546576429e-06,0.5726899184031067,NS
CDK5RAP1,0.5725399534982887,4.522763280062244,3.9502233265639553,9.400504803721718,1.1949667372256137e-16,98,50,9.43445127069282e-16,0.5725399534982887,NS
ARHGEF2,-0.572485872586415,5.2853338771635885,5.8578197497500035,-5.433887198826364,2.3501785663117616e-07,98,50,6.629746535790003e-07,0.572485872586415,NS
METTL23,0.5724648712510545,4.5584674641234555,3.986002592872401,10.16042042055688,1.6784138574820482e-18,98,50,1.6177384175926142e-17,0.5724648712510545,NS
RFX3,-0.5724179920045298,2.010332306215109,2.5827502982196386,-4.326553874352429,3.537719412518461e-05,98,50,7.701556218579856e-05,0.5724179920045298,NS
UNC119B,-0.5723661508241094,4.066538689214507,4.638904840038617,-4.922652478164184,2.41888574008208e-06,98,50,6.074152431184858e-06,0.5723661508241094,NS
DCUN1D3,-0.5723613279150714,3.4660458069457163,4.038407134860788,-5.628938494298629,1.2243476379482992e-07,98,50,3.572900295329085e-07,0.5723613279150714,NS
PRKAR1B-AS1,-0.5723329133413886,2.367265140666286,2.9395980540076745,-4.208157326529062,6.11536863356529e-05,98,50,0.0001288649184452026,0.5723329133413886,NS
IGKV2OR2-1,0.5722145165047507,1.0497192794493484,0.4775047629445976,4.0492951563063535,8.311840548162997e-05,98,50,0.00017206233765109218,0.5722145165047507,NS
MCTP1,-0.5721583307800597,2.13936302879059,2.7115213595706495,-5.726720108883331,5.819732888217132e-08,98,50,1.7662410380637442e-07,0.5721583307800597,NS
ABI2,-0.5721469482936663,2.888783655291465,3.4609306035851315,-6.416565107229592,2.3736317806597806e-09,98,50,8.507130796079468e-09,0.5721469482936663,NS
MRPS18A,0.5721295905950203,4.939436769309856,4.367307178714836,7.817418105624306,1.353894863642653e-12,98,50,6.891730046354371e-12,0.5721295905950203,NS
DANCR,0.5719866185040292,2.680426017580716,2.108439399076687,8.484385286670776,4.1776433557756585e-14,98,50,2.4924373574071285e-13,0.5719866185040292,NS
KLC2,0.571703818439838,4.147091044502943,3.575387226063105,6.201954853907073,5.437961863055791e-09,98,50,1.8620925934004445e-08,0.571703818439838,NS
AZU1,-0.5716993740065275,0.7372474188610818,1.3089467928676093,-4.790563116728994,4.182532204064167e-06,98,50,1.0213039651755693e-05,0.5716993740065275,NS
PTPRZ1,0.5716244344807263,1.3886634365935813,0.817039002112855,3.2993843660612017,0.001260515953405892,98,50,0.002240336885028218,0.5716244344807263,NS
CFAP300,-0.5716234165936425,2.264248814532827,2.8358722311264692,-2.9752083230669943,0.0037409348780235076,98,50,0.006189404204897594,0.5716234165936425,NS
AC003072.1,-0.5712986960379185,2.4934911604278933,3.064789856465812,-3.821285969209483,0.00023512613736923876,98,50,0.0004621937521465658,0.5712986960379185,NS
CYP4F29P,-0.5712509585195127,0.9941853780825975,1.5654363366021102,-3.898999735165711,0.0001655213816130007,98,50,0.00033120446360117956,0.5712509585195127,NS
ZNF260,0.5712364595490778,4.124934158195358,3.55369769864628,7.085326047946876,5.5365614862247474e-11,98,50,2.403969148838342e-10,0.5712364595490778,NS
HSD3B7,0.5711832985756109,4.391006875962607,3.8198235773869964,5.68763819194501,7.56278389472475e-08,98,50,2.2659639520564814e-07,0.5711832985756109,NS
TCOF1,0.5710413142530859,4.034190978077635,3.4631496638245487,5.798537639756975,5.178735931844053e-08,98,50,1.5829041043421095e-07,0.5710413142530859,NS
YPEL4,-0.5710055947652848,0.7883077343006106,1.3593133290658954,-7.879547156964693,3.896665187426844e-12,98,50,1.895493198913502e-11,0.5710055947652848,NS
ARX,0.5709599493423825,1.5925964832600605,1.021636533917678,2.7683597656381935,0.006366763370614398,98,50,0.010177123981383948,0.5709599493423825,NS
SLC9A1,-0.5708255770634789,4.998683901141863,5.569509478205342,-5.206282907583528,6.591196468592431e-07,98,50,1.7657068068612174e-06,0.5708255770634789,NS
AL670729.3,0.5707884471949111,1.2788348697169747,0.7080464225220636,5.054021996438559,1.2798931134366047e-06,98,50,3.319612347588302e-06,0.5707884471949111,NS
DLX4,0.5706168184058398,1.8149195758585863,1.2443027574527465,5.386458905391489,3.379972510628118e-07,98,50,9.355619757953531e-07,0.5706168184058398,NS
PABPC4,0.5705637027916506,5.541319626738252,4.9707559239466015,8.197302897328248,1.4070849669590366e-13,98,50,7.927409022873156e-13,0.5705637027916506,NS
PIGM,0.5704893073330579,4.122304847069035,3.551815539735977,7.56104309036252,4.9245462860977006e-12,98,50,2.3767440857315957e-11,0.5704893073330579,NS
ANKRD6,-0.5703940782232464,2.2336862338867074,2.804080312109954,-7.09899641927766,5.248673533352593e-11,98,50,2.2839949010376413e-10,0.5703940782232464,NS
PHB,0.5702042361918291,5.5182240492118515,4.948019813020022,8.060013651320515,3.078792687752566e-13,98,50,1.6780270643469095e-12,0.5702042361918291,NS
IGHD4-17,0.5700108930282782,0.7446155982082838,0.17460470518000562,3.3748393977337594,0.0009463590386825287,98,50,0.001711112887940459,0.5700108930282782,NS
HNRNPC,0.5699460453393588,7.463179577179298,6.89323353183994,9.844688585015101,9.603414901109056e-18,98,50,8.554193047353575e-17,0.5699460453393588,NS
ENKD1,-0.5699327796303919,3.895452400603366,4.465385180233758,-5.360112255366055,3.548475528785346e-07,98,50,9.798659507758556e-07,0.5699327796303919,NS
AC127024.4,0.5698198685806564,2.1338778781273073,1.564058009546651,4.0381274647981344,9.768401063639687e-05,98,50,0.0002002811524323091,0.5698198685806564,NS
ARHGEF35,0.5698089171321006,2.826427317794156,2.2566184006620555,3.387851948964851,0.0009814462458143374,98,50,0.0017698505100006284,0.5698089171321006,NS
WDR74,0.56959168535559,4.02722682275804,3.45763513740245,10.032151922110264,4.558815896484318e-18,98,50,4.179620708068569e-17,0.56959168535559,NS
SHISAL1,0.5695902963092495,1.3884356910083822,0.8188453946991326,3.821954324387766,0.00019543314229439468,98,50,0.00038803420523985174,0.5695902963092495,NS
EHD4,-0.5695701373091966,4.617003253467877,5.186573390777074,-6.570652827827693,1.3767784024426372e-09,98,50,5.104065742238488e-09,0.5695701373091966,NS
COL14A1,-0.5695484750473923,3.7133266527896613,4.282875127837054,-2.9649320822299434,0.003568849425830233,98,50,0.005922068895847813,0.5695484750473923,NS
SNORA65,0.5692328950092072,3.073932237626595,2.504699342617388,4.779568502187302,4.410628033791241e-06,98,50,1.0740766614009031e-05,0.5692328950092072,NS
CPNE2,-0.5692252942609102,4.511484234437666,5.080709528698576,-5.91239517527257,2.3105687803058214e-08,98,50,7.37662168858153e-08,0.5692252942609102,NS
PLAT,0.5691833769855847,4.806886918807539,4.237703541821954,2.6651854110414903,0.008562065221443616,98,50,0.01340391548195529,0.5691833769855847,NS
SPR,0.5691355643748874,6.5091148485586805,5.939979284183793,6.5245031347170555,1.2245846078687985e-09,98,50,4.576824079039855e-09,0.5691355643748874,NS
PSMA5,0.5690847378847517,5.806429962609763,5.237345224725011,9.125381907655528,5.321087476387501e-16,98,50,3.923208367306629e-15,0.5690847378847517,NS
YBEY,0.5690197835980815,4.146813121867489,3.577793338269408,6.406969899702299,2.1020027051589183e-09,98,50,7.583198641942851e-09,0.5690197835980815,NS
KIAA0513,-0.5689912657636009,3.3971342769580186,3.9661255427216195,-4.876650895049935,2.7965992431390828e-06,98,50,6.984418109763811e-06,0.5689912657636009,NS
LITAF,-0.5689148249495952,7.102304062760528,7.671218887710123,-7.755010071046876,1.4001294846640906e-12,98,50,7.112398231828658e-12,0.5689148249495952,NS
AC004264.1,0.5688034106741576,1.1113734919689946,0.542570081294837,4.952182379894843,2.0088477997244342e-06,98,50,5.086571751612306e-06,0.5688034106741576,NS
SF3B6,0.5687568719730551,7.494880083544429,6.926123211571374,8.885741314675368,2.498818593018235e-15,98,50,1.7172306109456558e-14,0.5687568719730551,NS
FBXO7,-0.568644155028327,5.1081158608920045,5.6767600159203315,-10.242746987692243,8.623758846590861e-19,98,50,8.571625291850765e-18,0.568644155028327,NS
CDK16,0.5685854396994205,5.7668658777345705,5.19828043803515,6.811427802485268,2.473609395550975e-10,98,50,1.0029657495729703e-09,0.5685854396994205,NS
SERPINB9,-0.5685823513479393,4.339442431501573,4.9080247828495125,-4.361827634213213,2.544463274379057e-05,98,50,5.636903256624612e-05,0.5685823513479393,NS
AC107385.2,-0.5685455401078818,1.5997537588781197,2.1682992989860015,-2.1144589487252836,0.036374998442500986,98,50,0.05139860483209514,0.5685455401078818,NS
AC063961.1,-0.5684498230163378,0.9365544193077274,1.5050042423240653,-2.945548739456613,0.003983882602320272,98,50,0.006564938089349283,0.5684498230163378,NS
NDUFAF4P3,-0.5683343748038786,0.7141452532953504,1.282479628099229,-6.538312633579707,2.3075573039592837e-09,98,50,8.288386238324534e-09,0.5683343748038786,NS
DHFRP1,0.568254427470007,1.366159796835528,0.7979053693655209,5.431942926146938,2.4444804047878736e-07,98,50,6.88305956707075e-07,0.568254427470007,NS
RNU6ATAC39P,-0.5682506378841468,0.6468667547509892,1.215117392635136,-3.5331000333180644,0.0006822189533893187,98,50,0.0012592553045533967,0.5682506378841468,NS
FTO,-0.5681151074111712,2.9931853277106812,3.5613004351218525,-5.668695444511416,1.8537976899418956e-07,98,50,5.295038641829542e-07,0.5681151074111712,NS
TANC1,-0.5680540747081473,3.6541833635030345,4.222237438211182,-5.361768562416724,3.572615355644547e-07,98,50,9.85979870847208e-07,0.5680540747081473,NS
ADAMTS9,-0.5679318262008808,2.2864849102420357,2.8544167364429165,-3.3862804454586706,0.00101128334160769,98,50,0.0018211592122964332,0.5679318262008808,NS
AMPD2,0.567923577135788,3.844379630869196,3.276456053733408,7.076907074153024,6.070808335809746e-11,98,50,2.6249627101802824e-10,0.567923577135788,NS
RAB20,-0.5678109212848108,6.153774343817328,6.721585265102139,-6.569838444752596,8.368607195361628e-10,98,50,3.1949036370836865e-09,0.5678109212848108,NS
SLC6A16,-0.567799027634883,1.481454800967165,2.049253828602048,-5.306013750218416,4.636962700997486e-07,98,50,1.2638109419903355e-06,0.567799027634883,NS
AL109918.1,0.567776096195669,2.5307462525588655,1.9629701563631965,4.81291425274703,3.6941233264070553e-06,98,50,9.086778859245879e-06,0.567776096195669,NS
USH1C,0.5677437117386288,0.8906101929813401,0.3228664812427114,3.9682907611621077,0.0001263753681832444,98,50,0.00025596817721542064,0.5677437117386288,NS
TRIM9,0.5675366688229084,0.8127856484145026,0.24524897959159422,5.7551788427641934,8.615305927832104e-08,98,50,2.5645743204002327e-07,0.5675366688229084,NS
SMC4,0.5675297826115702,4.2591677264453995,3.6916379438338294,5.012307138031903,1.5353724645642057e-06,98,50,3.940795983589408e-06,0.5675297826115702,NS
KPNA5,-0.5674504145168178,1.989882076240162,2.5573324907569797,-8.048075730198462,3.3660173250015464e-13,98,50,1.829014646716621e-12,0.5674504145168178,NS
WDR47,-0.567346421459066,3.546440568803359,4.113786990262425,-7.447908840614739,1.0505314690940077e-11,98,50,4.9057954757928455e-11,0.567346421459066,NS
ZNF251,0.5673148873493741,3.5619477674570525,2.9946328801076785,6.464213119154827,1.570123626003328e-09,98,50,5.760234128123031e-09,0.5673148873493741,NS
DNM1,0.5672734549200362,2.0319858196197753,1.464712364699739,5.008378911327936,1.5664450598160347e-06,98,50,4.013761172749399e-06,0.5672734549200362,NS
TMEM258,0.5672498772333592,5.608699667476108,5.041449790242749,9.139269252717686,5.075290893437933e-16,98,50,3.756019854746077e-15,0.5672498772333592,NS
AC116914.2,0.5672425497092504,2.277233107179404,1.7099905574701535,4.566601492219098,1.3396817526840336e-05,98,50,3.070622790480481e-05,0.5672425497092504,NS
ATXN1L,-0.5671225046256074,4.2318776254372,4.799000130062807,-5.586361286369256,1.3837291773378293e-07,98,50,4.0095427623550264e-07,0.5671225046256074,NS
RNU6-137P,0.5670917292779771,1.9951742915320896,1.4280825622541125,3.697743578431132,0.0003191895403699705,98,50,0.0006156622965587562,0.5670917292779771,NS
CDK7,0.5670613434967748,5.109331276364622,4.542269932867847,8.839272021514038,4.056386259970634e-15,98,50,2.72404700167531e-14,0.5670613434967748,NS
TCERG1,0.5670556766893351,4.250956736964376,3.683901060275041,6.291209526381248,5.281190898833821e-09,98,50,1.810877588355775e-08,0.5670556766893351,NS
PNPT1,0.5669783092050782,4.592507782329472,4.025529473124394,8.059923571814336,2.952618012568418e-13,98,50,1.611930088211812e-12,0.5669783092050782,NS
D2HGDH,0.566873819586946,3.664937932442874,3.098064112855928,4.302641158865978,3.57126492720939e-05,98,50,7.768584014756478e-05,0.566873819586946,NS
RN7SL473P,-0.5666898215784559,1.0311050341548034,1.5977948557332593,-3.1347302686763876,0.0022258046089412573,98,50,0.003810080403241508,0.5666898215784559,NS
BTBD16,0.5664324843685486,0.9197596871341868,0.35332720276563806,5.684301149758708,8.696036449754506e-08,98,50,2.5866545929994937e-07,0.5664324843685486,NS
RNASE4,-0.5662877952974302,0.811098376771899,1.3773861720693292,-7.486356191704728,9.393946979068372e-12,98,50,4.404528847362618e-11,0.5662877952974302,NS
KLHDC1,-0.5660160241723173,1.9499148767051064,2.5159309008774238,-6.3672733962696855,3.4874231379341717e-09,98,50,1.2232330402033994e-08,0.5660160241723173,NS
LDHB,0.5659526677253717,3.815492195304036,3.2495395275786643,5.04131279913516,1.447501913127831e-06,98,50,3.725954675691665e-06,0.5659526677253717,NS
ZBTB46,-0.5656200286732012,1.9441015012160383,2.5097215298892395,-5.631295955067599,1.4127584453243042e-07,98,50,4.0894548307289496e-07,0.5656200286732012,NS
RPL21P75,-0.5655975264523843,1.8331742185132516,2.398771744965636,-5.100013298205897,1.4985673796751925e-06,98,50,3.850336554367958e-06,0.5655975264523843,NS
NCOA4,-0.5653912540079009,7.372472029478111,7.937863283486012,-8.296822628713375,7.76522468272885e-14,98,50,4.4968559727103085e-13,0.5653912540079009,NS
AC132872.3,0.5653424087276611,2.4945065178731003,1.9291641091454392,3.731408403992508,0.00030169805122484206,98,50,0.0005841513788681192,0.5653424087276611,NS
RNU6-387P,0.5653313445635929,1.4529049229816244,0.8875735784180315,3.553131946078825,0.0005766921526584695,98,50,0.0010754382015077128,0.5653313445635929,NS
STEAP3,0.5652853087902106,5.480406285213872,4.915120976423662,4.234246174143711,4.0383157476075877e-05,98,50,8.72587555583153e-05,0.5652853087902106,NS
MTATP6P1,-0.5652585164291732,9.85328196732916,10.418540483758333,-3.137047672499648,0.0021381236162456843,98,50,0.0036698720268401345,0.5652585164291732,NS
KHDC1,0.5651389188846718,1.5678063787553451,1.0026674598706733,8.147526855436809,1.6364931981975476e-13,98,50,9.151930498990254e-13,0.5651389188846718,NS
PAXIP1-AS2,-0.5650944269351128,1.9183697155002144,2.483464142435327,-7.653163140806833,3.94982523413192e-12,98,50,1.9204054181720743e-11,0.5650944269351128,NS
CD40LG,-0.5650595595890633,1.8186887940745713,2.3837483536636346,-3.684900829510559,0.00038737518130962494,98,50,0.0007385883578700134,0.5650595595890633,NS
CLN8,-0.5649342790905827,2.6124036967483653,3.177337975838948,-6.421253395013068,2.235718026457382e-09,98,50,8.044996655481332e-09,0.5649342790905827,NS
RRM1,0.5649022498163667,5.4009531254831105,4.836050875666744,7.182648646185094,3.995418995736745e-11,98,50,1.762343321839615e-10,0.5649022498163667,NS
MTG1,0.5648372741591934,1.4683538671714782,0.9035165930122848,8.710180234140507,6.019441057598771e-15,98,50,3.9627484840314897e-14,0.5648372741591934,NS
NFIA,-0.5648034575408489,1.6191803678403838,2.1839838253812327,-5.781280381159331,4.5553917902233226e-08,98,50,1.4039031555936609e-07,0.5648034575408489,NS
AC015819.1,-0.5645820048812591,1.4448945321502822,2.0094765370315413,-6.468358672364971,1.6355794980270095e-09,98,50,5.988724381243197e-09,0.5645820048812591,NS
COL9A3,0.5645384521648864,1.070491828885068,0.5059533767201816,5.812200418281889,4.9377492575669926e-08,98,50,1.514171477335977e-07,0.5645384521648864,NS
MEAK7,0.5643183637200919,3.1795577079476347,2.615239344227543,7.610674589766273,4.631738907571507e-12,98,50,2.2414571657195448e-11,0.5643183637200919,NS
DDX52,0.5642641656488108,3.7372745498277564,3.1730103841789457,9.595532644302118,3.703953973045861e-17,98,50,3.079604377926458e-16,0.5642641656488108,NS
C1QTNF12,0.5641344091853,1.3012399799522092,0.7371055707669092,4.895605994590513,2.905049813441174e-06,98,50,7.242435281677327e-06,0.5641344091853,NS
AP001628.1,0.5641335939026643,1.1817956943867214,0.6176621004840571,4.718682527511473,5.676744391405818e-06,98,50,1.3650477372630932e-05,0.5641335939026643,NS
TRMT5,0.5640953146714334,3.6991614586501806,3.1350661439787473,8.49079608780085,4.034762983968189e-14,98,50,2.410108194783299e-13,0.5640953146714334,NS
AP001469.2,0.563906888425348,1.3820060395660505,0.8180991511407025,5.291056276126006,4.759214140948598e-07,98,50,1.2956988409123199e-06,0.563906888425348,NS
LCA5,-0.56382186872256,2.4035501761197957,2.9673720448423557,-4.6444489966501745,8.222247682858654e-06,98,50,1.9390980968539474e-05,0.56382186872256,NS
COPDA1,0.5637913716604057,1.009717825679896,0.44592645401949027,4.798240477897919,4.04855627136403e-06,98,50,9.909194297731337e-06,0.5637913716604057,NS
AC010378.1,0.5637458140954208,0.6959078142845017,0.13216200018908086,4.767561528297211,6.009902287515265e-06,98,50,1.4412953948301468e-05,0.5637458140954208,NS
AF111168.1,0.5637200205198182,1.5091448256112345,0.9454248050914164,4.02888955223846,0.00010507299258149089,98,50,0.00021471674196093374,0.5637200205198182,NS
XRCC3,0.563500630414886,2.660972264654272,2.097471634239386,5.430077344864334,2.7642784462432105e-07,98,50,7.730576009125236e-07,0.563500630414886,NS
TRBJ1-5,0.5634482593542045,2.7732077652488596,2.209759505894655,2.285656127988057,0.024304111273147248,98,50,0.03537066573867339,0.5634482593542045,NS
PPIH,0.5631075212367023,3.5440381372372176,2.9809306160005153,9.384493508858718,1.1690027678465276e-16,98,50,9.236854068727269e-16,0.5631075212367023,NS
TIMM10B,-0.5630957822760925,4.936728782505292,5.499824564781385,-8.792861076109565,7.418381250214764e-15,98,50,4.8273305430981954e-14,0.5630957822760925,NS
PCGF3,0.5630871886389235,4.179441541824787,3.616354353185864,6.04735217872526,1.4377940629540735e-08,98,50,4.6966352420668654e-08,0.5630871886389235,NS
FTLP14,0.5630237744582547,3.20492462686923,2.6419008524109753,3.5625930407758584,0.0005016587594935578,98,50,0.000943809223305797,0.5630237744582547,NS
THUMPD2,0.5629908676751896,3.482939748495755,2.9199488808205656,8.042683930720571,2.7789294887505757e-13,98,50,1.5213173921489694e-12,0.5629908676751896,NS
CCDC74B,-0.5629882668610281,0.7969466012174203,1.3599348680784484,-3.486450481558922,0.0008239737337275561,98,50,0.0015029122461352206,0.5629882668610281,NS
CASP2,0.5627825088574805,4.374991046218774,3.8122085373612937,5.708351043711025,6.404069592556537e-08,98,50,1.9343584363309932e-07,0.5627825088574805,NS
SIK1,-0.5627809982908005,1.6099762715443113,2.172757269835112,-2.2665533825992785,0.025743853848623294,98,50,0.03731459274414763,0.5627809982908005,NS
TPP1,-0.5626770161654315,6.315051671077064,6.877728687242495,-5.92379843017791,2.2185776587661545e-08,98,50,7.09934979783701e-08,0.5626770161654315,NS
AC093535.2,-0.5626459882634991,1.6148929646977235,2.1775389529612226,-6.569430305389925,1.2019446786319287e-09,98,50,4.497320028334526e-09,0.5626459882634991,NS
ZNF597,-0.5626360243315331,2.4291147357608542,2.9917507600923874,-6.378472769636334,2.2303235618338064e-09,98,50,8.028513752049079e-09,0.5626360243315331,NS
MASTL,0.5626205728274218,3.400477674678282,2.8378571018508603,6.789126377005472,2.659330648449192e-10,98,50,1.0751761002848884e-09,0.5626205728274218,NS
SNRPD2,0.5626097141945445,7.909307843932258,7.346698129737714,5.368476075144876,3.0707795872534377e-07,98,50,8.540538321640592e-07,0.5626097141945445,NS
EPB41L4A,-0.5625576556047087,1.7277602273527672,2.290317882957476,-5.334508325644911,4.502183249872817e-07,98,50,1.2279247376277397e-06,0.5625576556047087,NS
SSRP1,0.5625380239899709,6.288933705445187,5.726395681455216,7.759163827334591,1.452831466758469e-12,98,50,7.370626083606221e-12,0.5625380239899709,NS
DNMT1,0.5624997245132817,4.277463330913331,3.7149636064000497,5.449488407133162,2.2682698441217996e-07,98,50,6.413437091505174e-07,0.5624997245132817,NS
IGLJ3,0.5624748475250939,0.8888909630350861,0.32641611550999217,4.821850631698266,3.552300368179546e-06,98,50,8.75648254175193e-06,0.5624748475250939,NS
CRISP3,-0.5624309821557197,0.7045512893453848,1.2669822715011045,-2.737414378851918,0.007072763350189217,98,50,0.011222004093223421,0.5624309821557197,NS
RNVU1-7,0.5623737131787856,0.954085957208288,0.39171224402950244,3.123361359801451,0.002239096622571519,98,50,0.003831183450120204,0.5623737131787856,NS
SMS,0.562348345824006,6.91066626489423,6.348317919070224,7.258736512541356,3.8511601543460685e-11,98,50,1.7021368692931885e-10,0.562348345824006,NS
AC136632.2,0.5622580855108613,1.3179335603128883,0.755675474802027,8.127976304453469,1.8766078133705304e-13,98,50,1.0447367990350046e-12,0.5622580855108613,NS
ANKRD13D,0.5622537748884349,4.418736578531047,3.856482803642612,5.73642030684292,6.87552213514562e-08,98,50,2.0694744733245322e-07,0.5622537748884349,NS
AC116366.1,-0.5622226102773671,1.3894142350730474,1.9516368453504145,-4.6044248954212375,1.2365976303540514e-05,98,50,2.848578079029239e-05,0.5622226102773671,NS
SERTAD4-AS1,-0.5622025193969806,2.9081746875575805,3.470377206954561,-4.333492347890502,2.7208828940725382e-05,98,50,6.00414042054034e-05,0.5622025193969806,NS
SEPTIN3,0.5621561098550076,1.6154606671514302,1.0533045572964226,4.180469563210756,5.097682103563273e-05,98,50,0.00010853271598500419,0.5621561098550076,NS
IKZF3,0.562106332122283,3.212532048385634,2.650425716263351,3.862884106916405,0.00018211624170900756,98,50,0.00036279820768565416,0.562106332122283,NS
ELOVL3,-0.5620758449426133,1.197028327556508,1.7591041724991212,-4.873444601754154,2.9597430315283933e-06,98,50,7.3648291098568795e-06,0.5620758449426133,NS
ASB16,0.5619128505415147,1.5839879458759707,1.022075095334456,5.787932831157212,4.3129696592021084e-08,98,50,1.3323139404424237e-07,0.5619128505415147,NS
REPIN1,0.5618483946211743,6.08292258538221,5.521074190761036,6.730255141513829,3.6094081775323366e-10,98,50,1.4344306139792198e-09,0.5618483946211743,NS
RASL10B,0.5616746682244713,1.5702905696484306,1.0086159014239593,4.129358129671906,6.121692649842989e-05,98,50,0.00012898440408095062,0.5616746682244713,NS
LINC01785,-0.5615792960823367,0.19959556016336794,0.7611748562457046,-4.737628015622678,5.828404257809744e-06,98,50,1.3998102983151096e-05,0.5615792960823367,NS
LBP,0.5614731374157838,0.943057904070618,0.38158476665483415,2.7466941054019562,0.0068402987925490965,98,50,0.010878534191277905,0.5614731374157838,NS
AP000223.1,-0.5614557109164476,0.7607862797552406,1.3222419906716882,-6.722891166609749,5.008456551548705e-10,98,50,1.954833783621285e-09,0.5614557109164476,NS
MOSPD1,0.5614265442679871,4.6238140090352875,4.0623874647673,6.751846649357821,4.926405296831523e-10,98,50,1.925093612725014e-09,0.5614265442679871,NS
RN7SL674P,0.5614012596666756,1.4302174449777907,0.868816185311115,2.760902613084665,0.006526948705526829,98,50,0.010412087480598669,0.5614012596666756,NS
LINC01094,-0.5613697587860798,1.8032475670191586,2.3646173258052383,-5.542741501699462,1.3750863951549208e-07,98,50,3.9868412309194103e-07,0.5613697587860798,NS
ANO7L1,0.56129741198445,2.2655625122861784,1.7042651003017284,6.794638633928468,2.6169485766106497e-10,98,50,1.05934336102848e-09,0.56129741198445,NS
CALR,0.5612740430684493,10.035792466511634,9.474518423443184,8.271998640370246,8.508059352204725e-14,98,50,4.905435739888932e-13,0.5612740430684493,NS
TIMM9,0.5612451836604953,5.26858968461226,4.7073445009517645,7.1923941693398,3.7938148922480134e-11,98,50,1.6782952426917782e-10,0.5612451836604953,NS
COPS7B,0.5612137311262542,4.3711674206023545,3.8099536894761004,8.568868451808227,1.377810987595246e-14,98,50,8.679505359276565e-14,0.5612137311262542,NS
AC113139.1,0.5611093305530317,1.2450511688927994,0.6839418383397677,4.765329432318181,5.213334290180528e-06,98,50,1.259447600652159e-05,0.5611093305530317,NS
GRAP2,-0.5610182769952112,1.661857675242829,2.22287595223804,-4.771004610377343,5.030697426618434e-06,98,50,1.2178608616832109e-05,0.5610182769952112,NS
SOX2,0.5607711020569077,3.212365969887363,2.6515948678304553,1.7586190523827412,0.08103684293733819,98,50,0.10728423211123146,0.5607711020569077,NS
SGK3,-0.5607585924619594,2.4940973461631533,3.0548559386251126,-8.842027686671665,3.293232182337473e-15,98,50,2.2359074658471558e-14,0.5607585924619594,NS
CDYL,0.5607530706406925,4.70299266257394,4.142239591933247,7.703029395148706,1.956225801648645e-12,98,50,9.805979437634086e-12,0.5607530706406925,NS
FTH1P20,-0.560714205096712,4.2102844890296325,4.7709986941263445,-4.279410120359917,3.4196524158534104e-05,98,50,7.459341311750999e-05,0.560714205096712,NS
HOXA2,-0.5606880807429129,1.0322768197858319,1.5929649005287447,-5.324946251229938,3.7940666137311785e-07,98,50,1.0438841763898502e-06,0.5606880807429129,NS
VPS13D,-0.5606772140055876,3.568026145192581,4.128703359198169,-4.878401247338878,3.3233073243912753e-06,98,50,8.219738436785742e-06,0.5606772140055876,NS
MIR3609,0.5606703071860868,1.014286648939324,0.4536163417532373,2.282932230013048,0.024080425938662713,98,50,0.03506840889945492,0.5606703071860868,NS
ANTKMT,0.5605403971066378,4.057108456242943,3.4965680591363055,6.011450482463604,1.4683178745183635e-08,98,50,4.79158313996813e-08,0.5605403971066378,NS
