gene,log2FC,mean_tumor,mean_normal,t_statistic,p_value,n_tumor,n_normal,fdr,abs_log2FC,regulation
CD300LG,-4.46813657436056,1.0484128013992835,5.516549375759844,-23.549338571869942,3.1299691011641643e-43,100,50,5.568710283567307e-40,4.46813657436056,DOWN
CD36,-4.417469169138695,3.7188510660980736,8.136320235236768,-15.46559063006773,5.793071945847354e-30,100,50,5.891735202425066e-28,4.417469169138695,DOWN
PI16,-4.414094001882264,2.158638902503267,6.572732904385531,-15.24803589613235,2.5022271798890225e-28,100,50,1.8938368271974008e-26,4.414094001882264,DOWN
COL11A1,4.3670084484894875,5.405594489854213,1.038586041364725,17.81447488562272,8.718547501585892e-37,100,50,3.62227823539293e-34,4.3670084484894875,UP
LINCADL,-4.329973701856579,0.919983814503539,5.2499575163601175,-12.694938264757294,5.643381308291792e-19,100,50,9.927775388019262e-18,4.329973701856579,DOWN
LPL,-4.29925587278195,4.382608556865515,8.681864429647465,-14.614817253901924,1.276233060103345e-26,100,50,7.100000844626216e-25,4.29925587278195,DOWN
LYVE1,-4.271772823976674,1.6242512887844116,5.8960241127610855,-17.47292352446109,2.6490963494854467e-27,100,50,1.6474173381019845e-25,4.271772823976674,DOWN
HBB,-4.26817627186468,3.243426545758328,7.511602817623007,-12.5201591800873,8.809658198893107e-20,100,50,1.7535799760426677e-18,4.26817627186468,DOWN
TIMP4,-4.188359984194214,2.493877843697113,6.682237827891328,-13.115674150806196,6.139246497992593e-22,100,50,1.6766582708573615e-20,4.188359984194214,DOWN
FHL1,-4.185691392031364,4.060547416224628,8.246238808255992,-14.463462456833957,7.641761030061977e-23,100,50,2.4184873198382535e-21,4.185691392031364,DOWN
