gene,log2FC,mean_tumor,mean_normal,t_statistic,p_value,n_tumor,n_normal,fdr,abs_log2FC,regulation
FAM91A1,0.6112958723801789,5.328126096672961,4.716830224292782,5.042094951578244,1.74463771952115e-06,100,50,5.423040552226918e-06,0.6112958723801789,NS
ADCY6,-0.6112374817034638,4.705369135172811,5.316606616876275,-4.660234937202452,7.513253000348424e-06,100,50,2.1197990368126525e-05,0.6112374817034638,NS
TXNL4A,0.6112217062529082,5.250697553924401,4.639475847671493,8.679419954644425,6.867881163107958e-15,100,50,6.927123733058321e-14,0.6112217062529082,NS
IGFBP2,0.611187321566093,6.298006424763995,5.686819103197902,2.6687665076704565,0.008626161647659156,100,50,0.01478048833914464,0.611187321566093,NS
GAREM1,-0.6109998480426104,2.6512826931364857,3.262282541179096,-4.936612393938999,2.124704121095708e-06,100,50,6.513202099314897e-06,0.6109998480426104,NS
MESP2,0.6108934427132742,1.9538251841214984,1.3429317414082242,4.577345660759426,1.0449806245468973e-05,100,50,2.886594519101325e-05,0.6108934427132742,NS
DPM3,0.6108118082709515,6.558199302533325,5.947387494262373,5.202634645420253,6.969535729913534e-07,100,50,2.2848043568798053e-06,0.6108118082709515,NS
PRDX4,0.6107977908882312,7.197144046315327,6.586346255427096,6.187506486159133,6.4638842946564045e-09,100,50,2.8582488365433787e-08,0.6107977908882312,NS
ASIC3,0.6107760936200877,1.5695914138868172,0.9588153202667296,5.982771456546818,1.6815579105275136e-08,100,50,6.996757152966282e-08,0.6107760936200877,NS
DRD4,0.6107515150474931,1.3816872468433714,0.7709357317958783,5.734183855653051,5.4966111772248226e-08,100,50,2.1174260496679646e-07,0.6107515150474931,NS
HNRNPA2B1,0.6106508354138569,7.806358692679733,7.195707857265876,8.560087730667075,2.2265289194664263e-13,100,50,1.8025468578118121e-12,0.6106508354138569,NS
P4HTM,0.6105200058376505,4.211092493648959,3.6005724878113083,4.275916407948148,3.413168990545168e-05,100,50,8.733973382043703e-05,0.6105200058376505,NS
ZDHHC24,0.610519257933019,4.036584839883895,3.4260655819508763,6.821040242366193,2.6572649649873647e-10,100,50,1.4031479981424626e-09,0.610519257933019,NS
DEDD2,0.6103493829979163,5.248907707493086,4.63855832449517,6.78784329588652,9.71518980064262e-10,100,50,4.774930789686498e-09,0.6103493829979163,NS
ARHGAP25,-0.610314362529758,3.126715769527708,3.737030132057466,-5.373440447704698,3.372161892669658e-07,100,50,1.1582797762209395e-06,0.610314362529758,NS
TMEM268,0.6101406518353185,5.395485605064672,4.7853449532293535,6.084834892197541,1.082112419567668e-08,100,50,4.632845695439126e-08,0.6101406518353185,NS
PSMD2,0.6101295975335939,7.504652511464343,6.894522913930749,7.864789073477681,8.294530413496984e-13,100,50,6.156111569150725e-12,0.6101295975335939,NS
LETM1,0.6099511924696683,5.043694769300286,4.433743576830618,7.308446853116855,1.6444483706654704e-11,100,50,1.0348418734767852e-10,0.6099511924696683,NS
CHMP2A,0.6098560626021667,7.567950379452863,6.958094316850696,6.008855765040961,1.4432968097567492e-08,100,50,6.062219144788135e-08,0.6098560626021667,NS
UNC13D,0.6098096516141531,3.324430786397918,2.7146211347837648,3.8441013210939037,0.00018423067482912405,100,50,0.0004181162700358328,0.6098096516141531,NS
CSDE1,-0.6098023057071504,8.635879948648432,9.245682254355582,-8.106038022015259,1.9208472272082653e-13,100,50,1.5693884437529621e-12,0.6098023057071504,NS
NFATC1,-0.6097799078599397,2.963172771694996,3.572952679554936,-5.685122316043762,6.837232643935004e-08,100,50,2.597483304243557e-07,0.6097799078599397,NS
TMEM258,0.6097587557472224,5.595281383513311,4.9855226277660885,8.204090144608257,2.4770712598151807e-13,100,50,1.9929860111417816e-12,0.6097587557472224,NS
CPQ,-0.6097296992470165,5.459888367300542,6.069618066547559,-5.728395455991278,5.5580802065843097e-08,100,50,2.1398389628149018e-07,0.6097296992470165,NS
PTPRE,-0.6096786668090344,3.002794528229205,3.6124731950382394,-5.319688846774228,5.623381308160817e-07,100,50,1.8700232766426477e-06,0.6096786668090344,NS
NTMT1,0.6096518312014481,3.8446125879623283,3.2349607567608802,6.964567245915919,2.2120021199367255e-10,100,50,1.1837151382845831e-09,0.6096518312014481,NS
CASKIN1,0.6096401056090333,1.1799603820117792,0.570320276402746,5.853859666986899,2.979367417084917e-08,100,50,1.1983132348798594e-07,0.6096401056090333,NS
AC012640.2,0.6096033835621197,2.7738776113104415,2.164274227748322,6.116735102269584,8.120489874119805e-09,100,50,3.537902850779505e-08,0.6096033835621197,NS
AC126474.1,0.6095773162809688,1.1730312910634024,0.5634539747824336,10.89203517492958,1.295106951604306e-20,100,50,2.9406457492996843e-19,0.6095773162809688,NS
AC234917.3,0.6095534906623239,2.4793011945748207,1.8697477039124968,5.933937783632842,2.150818068038973e-08,100,50,8.79929277489986e-08,0.6095534906623239,NS
TPT1,-0.6094717905348404,9.00052894469787,9.61000073523271,-7.34895984567937,1.3923504505490482e-11,100,50,8.85328142229608e-11,0.6094717905348404,NS
MOXD1,0.6094124235994838,2.884179103014487,2.2747666794150034,3.6828223671346314,0.000332525005447164,100,50,0.0007290832900703764,0.6094124235994838,NS
PCDHGA5,-0.6093289859116211,0.9756041451934565,1.5849331311050776,-5.147167536108224,8.506777749346586e-07,100,50,2.760708810229197e-06,0.6093289859116211,NS
HAGH,0.6091572394059925,4.521890844902963,3.91273360549697,5.702644255612957,7.070197416867644e-08,100,50,2.680251309632586e-07,0.6091572394059925,NS
EGOT,-0.6091400459245182,1.6896357383416631,2.2987757842661813,-3.3024657144799874,0.0012485917559318606,100,50,0.0024934803863859117,0.6091400459245182,NS
PAN3-AS1,-0.6091273051439812,1.6869747973590306,2.2961021025030117,-6.404635884026307,2.8968927056401156e-09,100,50,1.3366640799393794e-08,0.6091273051439812,NS
HLA-DQB2,0.6091087830513464,4.231021872028737,3.621913088977391,2.6780904517908732,0.008500642360314873,100,50,0.014593990097579439,0.6091087830513464,NS
CCDC184,-0.6090963420666407,1.2785748002770143,1.887671142343655,-5.51013283906176,1.811087371917182e-07,100,50,6.462920890246128e-07,0.6090963420666407,NS
PHB,0.6089781504613807,5.814469825271194,5.205491674809814,5.734801900245735,5.5131165008829e-08,100,50,2.1233654026181537e-07,0.6089781504613807,NS
AL359220.1,-0.6089732658692146,0.9156214051772176,1.5245946710464322,-8.029958070285538,2.7962642704908205e-12,100,50,1.9480075779477076e-11,0.6089732658692146,NS
SERPINE1,0.6089442741788389,5.624215767942091,5.015271493763252,2.5998712425094963,0.010876887104097734,100,50,0.01831131774133257,0.6089442741788389,NS
IGLV5-48,-0.6088924506744011,0.5619613854483181,1.1708538361227192,-4.2677370047215,5.361694012745316e-05,100,50,0.0001326295908118543,0.6088924506744011,NS
PLGRKT,0.608887283821506,6.096202087825343,5.487314804003837,6.094844685877629,9.060816612622189e-09,100,50,3.9195960565944504e-08,0.608887283821506,NS
STX12,-0.608697749232685,5.850299495393422,6.458997244626107,-7.445273571397879,3.646030185982909e-11,100,50,2.1799152309151336e-10,0.608697749232685,NS
HOXB-AS1,-0.6084088232364924,1.8004820525856864,2.4088908758221788,-4.3894207168325226,2.181884815802972e-05,100,50,5.73813667315618e-05,0.6084088232364924,NS
MNX1-AS2,0.6083540174799169,1.0364267341442772,0.4280727166643603,4.824158426430307,3.6175637900103364e-06,100,50,1.0685247031845687e-05,0.6083540174799169,NS
IRAK2,-0.6082337542113323,2.548022425437221,3.1562561796485533,-5.86208846601719,2.9399686337631873e-08,100,50,1.1836859280720363e-07,0.6082337542113323,NS
WWC2,-0.6080221962215999,3.2939807695171597,3.9020029657387596,-4.82866062833253,3.506575747364e-06,100,50,1.0379400427281617e-05,0.6080221962215999,NS
TUBA1B,0.6079475801093093,6.735715179499349,6.127767599390039,5.688530660054173,8.604192688541609e-08,100,50,3.224540369858319e-07,0.6079475801093093,NS
BMI1,0.6079193932462115,5.716251692642723,5.108332299396512,5.555112515657697,1.261882898750009e-07,100,50,4.6083387626503514e-07,0.6079193932462115,NS
TMEM205,0.6078622077324125,5.509242361471638,4.901380153739225,4.829617729261376,3.3870219435277574e-06,100,50,1.0045318574007672e-05,0.6078622077324125,NS
C8orf82,0.6078198664169205,4.654437517845031,4.04661765142811,5.169616745546187,9.338989955525828e-07,100,50,3.010771947524399e-06,0.6078198664169205,NS
SNHG3,0.6077201319535539,3.7693905037130837,3.16167037175953,4.511300557188003,1.4361024858436348e-05,100,50,3.8818899835366355e-05,0.6077201319535539,NS
AC139769.3,0.6074145495309684,1.8195441658359306,1.2121296163049622,3.8709113037918654,0.00016538630191985487,100,50,0.0003782361912791749,0.6074145495309684,NS
SRSF8,-0.6072979681139508,5.444563960413997,6.051861928527948,-6.6247347506361605,1.1669473731515237e-09,100,50,5.6740491423131975e-09,0.6072979681139508,NS
AC009974.1,-0.607259179308862,0.9541442326682656,1.5614034119771276,-5.444599509347857,3.3464499661775066e-07,100,50,1.150257498495831e-06,0.607259179308862,NS
NT5DC3,-0.6070073679542287,2.909320043462838,3.5163274114170666,-5.704325800771899,1.1581657204887684e-07,100,50,4.2574363749970223e-07,0.6070073679542287,NS
PODNL1,0.6068604705897651,3.129715366502756,2.522854895912991,3.283974053301082,0.0013403297558608088,100,50,0.0026617125132405175,0.6068604705897651,NS
NAALADL2,-0.6065557207422416,2.734813241666198,3.3413689624084397,-4.320105495288373,3.3324215247294186e-05,100,50,8.543021545673015e-05,0.6065557207422416,NS
ELAC1,-0.6064787333772292,2.0551820676535075,2.6616608010307368,-7.329745399348758,1.4330182865968046e-11,100,50,9.102975953928369e-11,0.6064787333772292,NS
AL031055.1,0.6064546481612336,1.7618392446887623,1.1553845965275287,7.133847582265261,4.322257047379755e-11,100,50,2.557597374672257e-10,0.6064546481612336,NS
PNISR,-0.6063952991628927,4.713530584205028,5.319925883367921,-5.197162124125526,1.0411803570593326e-06,100,50,3.3357061250693336e-06,0.6063952991628927,NS
GTF2E1,0.6063433988999054,4.528498708230267,3.922155309330362,7.883001664884439,6.419368880033877e-13,100,50,4.843547763540244e-12,0.6063433988999054,NS
ANKRD30B,0.6062516826201139,1.7439022016297485,1.1376505190096347,3.2600401719255685,0.0013829127300280287,100,50,0.0027387562757867465,0.6062516826201139,NS
AP000786.1,-0.6062222839040217,1.1374152855631119,1.7436375694671336,-3.7934893989935827,0.00027419238149422914,100,50,0.0006088417822876748,0.6062222839040217,NS
SCARNA21,0.6062139337945117,1.3600459728909227,0.7538320390964109,3.681275630560549,0.0003247867536524064,100,50,0.0007133983058009607,0.6062139337945117,NS
CD1A,0.6061619219220907,1.1503129368201612,0.5441510148980705,3.690802349512688,0.0003135808485338803,100,50,0.0006902596358157007,0.6061619219220907,NS
PATZ1,0.6061222272404008,5.747637986770622,5.141515759530221,5.282485026063274,6.804001899886789e-07,100,50,2.2356006242485165e-06,0.6061222272404008,NS
MAGEA3,0.6060425983097246,0.6607128896792114,0.05467029136948676,3.2734165608619694,0.001452009785466448,100,50,0.0028625335770624256,0.6060425983097246,NS
HARBI1,0.6059871309891873,3.150775134826121,2.5447880038369335,8.465023459804526,4.003982256150464e-14,100,50,3.609684280510162e-13,0.6059871309891873,NS
CLNS1A,0.6058483897247529,6.219345039620658,5.613496649895906,6.95424654861515,1.0599161417363321e-10,100,50,5.942286103843055e-10,0.6058483897247529,NS
AC060766.1,-0.6058473232471768,2.610568167454182,3.2164154907013587,-5.233675418902002,5.92399967937893e-07,100,50,1.9629720301923024e-06,0.6058473232471768,NS
ZC4H2,-0.6057765970622602,2.289516864653231,2.8952934617154913,-5.535068588270529,1.4464411073497563e-07,100,50,5.243114071508947e-07,0.6057765970622602,NS
COL4A4,-0.6057394518266396,0.8983484720242788,1.5040879238509184,-5.249867330556252,7.334429039875856e-07,100,50,2.3969773365967504e-06,0.6057394518266396,NS
FAM171A2,0.6056762111983451,1.8575278868763427,1.2518516756779976,5.01242894219918,1.5495166243114916e-06,100,50,4.8442861227874634e-06,0.6056762111983451,NS
RAMP3,-0.6055077748125912,5.341053326438813,5.946561101251405,-3.139168279388529,0.002045587704401118,100,50,0.003923020143767495,0.6055077748125912,NS
FAM172A,-0.6055011606604861,4.239864494638464,4.84536565529895,-6.514039141528705,1.7018684968311842e-09,100,50,8.119322291136705e-09,0.6055011606604861,NS
FRMD6,-0.6053831003367689,4.938421292468259,5.543804392805028,-3.8750146640827134,0.00017973624616329182,100,50,0.00040853331146904894,0.6053831003367689,NS
AC139768.1,-0.6053301134683573,2.260172408168783,2.8655025216371404,-7.239622020893664,3.048768107308431e-11,100,50,1.8408563646076604e-10,0.6053301134683573,NS
CAPN5,-0.60532267037655,2.7113287442543794,3.3166514146309294,-5.893986531938775,2.6351102882265106e-08,100,50,1.0688782425882649e-07,0.60532267037655,NS
PNKP,0.6052318495399405,4.390606160324733,3.7853743107847926,5.428062906299209,3.265892328024499e-07,100,50,1.1247456700058975e-06,0.6052318495399405,NS
PIGO,0.6052289886684683,4.785680858385155,4.180451869716687,5.469111716975597,2.4461826475052845e-07,100,50,8.575692739288275e-07,0.6052289886684683,NS
AC013652.1,0.6052176172983633,0.7791054190349148,0.17388780173655147,6.869713116241141,4.5117283230124236e-10,100,50,2.319655580923212e-09,0.6052176172983633,NS
ARL8A,0.6051745798093062,6.932698176058012,6.327523596248706,8.273427881079128,1.1002596184614002e-13,100,50,9.312860671736352e-13,0.6051745798093062,NS
ZNF660,-0.6051150738058206,1.1188892049513897,1.7240042787572103,-8.285396173507348,1.97834486979105e-13,100,50,1.6129912431068823e-12,0.6051150738058206,NS
AC093890.1,-0.6050565565845758,0.9010513441708503,1.506107900755426,-5.9735820110141615,5.053903902141595e-08,100,50,1.9565341296018816e-07,0.6050565565845758,NS
H1-10,0.604868251135934,7.089240938462541,6.484372687326607,5.1035451776083836,1.2242266300764575e-06,100,50,3.88706884642325e-06,0.604868251135934,NS
AL160006.1,-0.6048007226801246,2.439441903248759,3.0442426259288835,-6.6347220959350635,6.8186726602107e-10,100,50,3.429887198246634e-09,0.6048007226801246,NS
TOMM7,-0.6047716783495014,7.721931303123982,8.326702981473483,-7.653029043566446,3.422098001262336e-12,100,50,2.3554214899770757e-11,0.6047716783495014,NS
STX3,0.6047050257530238,4.7021323854948704,4.097427359741847,5.376668395476448,4.917848518019096e-07,100,50,1.6517170280591485e-06,0.6047050257530238,NS
PMP22,-0.6047029323267976,5.383353541198723,5.98805647352552,-4.621565119521614,8.45113180150044e-06,100,50,2.370371311230955e-05,0.6047029323267976,NS
BRIX1,0.6046143337845375,4.728108638395051,4.123494304610514,6.752614115086109,8.191402170647738e-10,100,50,4.0742106517126435e-09,0.6046143337845375,NS
ISLR2,-0.6046123451750472,0.9714036130459206,1.5760159582209678,-8.341920824834277,1.0449239827363211e-13,100,50,8.859848289575398e-13,0.6046123451750472,NS
SEC11C,0.6045895781398762,5.4421021903558335,4.837512612215957,4.78243453459706,7.396584561963726e-06,100,50,2.0883907857354783e-05,0.6045895781398762,NS
BTD,-0.6045726238929889,3.205043535864563,3.8096161597575517,-6.119095757560258,1.102619978390326e-08,100,50,4.7123791459899095e-08,0.6045726238929889,NS
AL022069.3,-0.6043203551203524,1.2604471515753501,1.8647675066957026,-7.247218952562398,4.905948408699756e-11,100,50,2.8776946403328366e-10,0.6043203551203524,NS
RAB3IP,0.6043010172304633,3.1370911951100338,2.5327901778795705,4.81473981015005,5.5981890732418005e-06,100,50,1.6066407706230547e-05,0.6043010172304633,NS
ERAL1,0.6041516128499547,6.4341029346885295,5.829951321838575,7.480608942367308,6.424493198344079e-12,100,50,4.2772273673394074e-11,0.6041516128499547,NS
VAMP3,-0.6041449100720726,6.9536167449577935,7.557761655029866,-8.277826415345444,1.3594732229643702e-13,100,50,1.1359192821919237e-12,0.6041449100720726,NS
PKD1,-0.6041136995363527,3.0470395658828555,3.6511532654192083,-5.366508155670221,3.154761817003594e-07,100,50,1.0891625530521424e-06,0.6041136995363527,NS
IGHV3-47,-0.6040621524641048,0.7472611220235703,1.351323274487675,-3.9904148304866323,0.0001452815723102187,100,50,0.0003353721790402696,0.6040621524641048,NS
FO393419.3,-0.604047980601145,0.9736536290626043,1.5777016096637493,-5.826393665326495,5.368921607790718e-08,100,50,2.0706879762063863e-07,0.604047980601145,NS
NMRK1,-0.603870935604724,4.049945220807911,4.653816156412635,-7.882371933169857,6.667586162411366e-13,100,50,5.0142508881465605e-12,0.603870935604724,NS
ZNF408,0.6036906133913811,4.271612479678653,3.6679218662872723,6.81347631729132,9.83907284619792e-10,100,50,4.829753028348587e-09,0.6036906133913811,NS
SPTBN2,0.6034992467386173,4.111741015426253,3.5082417686876353,2.6147335783142576,0.010227592857967009,100,50,0.01730800517916778,0.6034992467386173,NS
SLC66A1,0.6034603079572771,4.41251806261193,3.809057754654653,7.154603791637409,6.099875958966909e-11,100,50,3.5271625066848337e-10,0.6034603079572771,NS
CCDC151,0.6033882899510978,1.2271129131776541,0.6237246232265563,6.004171490445801,1.7728099670089442e-08,100,50,7.354506102779616e-08,0.6033882899510978,NS
CAMK1,-0.6033072848651739,1.1394991434480033,1.7428064283131772,-7.14352130372642,2.446089708885237e-10,100,50,1.299368709069696e-09,0.6033072848651739,NS
PJA2,-0.6032501754524064,6.599212705042115,7.202462880494521,-5.56070000209279,1.323077241985941e-07,100,50,4.820098750794677e-07,0.6032501754524064,NS
G6PC3,0.6032393527513227,5.894984476668326,5.2917451239170035,6.327064171389572,2.9077900726912653e-09,100,50,1.3410584966802632e-08,0.6032393527513227,NS
MROH1,0.6031006592686263,4.082931808155295,3.4798311488866687,5.019116674577586,1.8792987181394137e-06,100,50,5.812015532009555e-06,0.6031006592686263,NS
PDZK1,-0.6030768624737957,3.054616652227421,3.657693514701217,-1.7060739144058361,0.09035542814791807,100,50,0.12474338556592167,0.6030768624737957,NS
UCP2,0.603047479933263,7.426030201080164,6.822982721146901,4.383827549259167,2.2183738040860557e-05,100,50,5.8254687025804744e-05,0.603047479933263,NS
ZNF704,-0.6029804947493425,3.977823395545993,4.580803890295336,-4.363465971562503,2.3905511839764378e-05,100,50,6.243184829411248e-05,0.6029804947493425,NS
MRPS16,0.6028015562080293,6.731831091862842,6.129029535654813,9.869677053176162,6.214570851468725e-18,100,50,9.473218190213097e-17,0.6028015562080293,NS
CGAS,0.6027134093896103,2.9964921294602584,2.393778720070648,5.089172184768226,1.1088181573939368e-06,100,50,3.5384690569425402e-06,0.6027134093896103,NS
COL28A1,-0.6025601711031052,0.934013559136396,1.5365737302395013,-5.082890227187689,1.3681262871221979e-06,100,50,4.314502908371311e-06,0.6025601711031052,NS
COMMD7,0.6022270777768375,6.283964536092044,5.681737458315206,9.582961830203336,1.192305581941915e-16,100,50,1.5197226565652595e-15,0.6022270777768375,NS
WNT9A,0.6021723796870231,3.3086838415639064,2.7065114618768833,4.281338932976956,3.3366012005881646e-05,100,50,8.552613762652283e-05,0.6021723796870231,NS
CXCL6,-0.6017279557191717,0.5683378393548137,1.1700657950739854,-3.7078712974198313,0.00031227017569666974,100,50,0.0006876070952671257,0.6017279557191717,NS
MYOZ1,-0.6017069213488653,1.7768633639497993,2.3785702852986645,-2.4751141708889657,0.015546419535165112,100,50,0.025371912600348448,0.6017069213488653,NS
DENND5A,-0.6016214668090667,4.953641545299191,5.555263012108258,-6.686314087745601,7.475368272882384e-10,100,50,3.7399824817979586e-09,0.6016214668090667,NS
PDCD5,0.6015817700302781,6.217211056861147,5.615629286830869,7.9220567223236795,5.991721908336922e-13,100,50,4.549002865633556e-12,0.6015817700302781,NS
ARL15,-0.6015452556021073,4.565737906244834,5.1672831618469415,-5.429208490345194,2.842588392810184e-07,100,50,9.871460705389375e-07,0.6015452556021073,NS
AC108463.1,0.6014133118148235,2.368105380657889,1.7666920688430656,4.626784880496962,1.0120407063169769e-05,100,50,2.8035350932404042e-05,0.6014133118148235,NS
HSPA4,0.6013309749432665,7.111620411282127,6.51028943633886,8.112033259315757,1.760074439538006e-13,100,50,1.4461844089716958e-12,0.6013309749432665,NS
SOS1,-0.6013086934984724,4.644021713714179,5.245330407212651,-5.791110421983,5.392986450717027e-08,100,50,2.0791480044057528e-07,0.6013086934984724,NS
GID4,-0.6011392971686695,3.6027073026041694,4.203846599772839,-8.729462735077231,5.449251774789954e-15,100,50,5.5827670202688056e-14,0.6011392971686695,NS
BX640514.2,0.6010617959347203,1.2881327237860851,0.6870709278513648,5.789710007634218,4.2409400706956145e-08,100,50,1.6609072755810923e-07,0.6010617959347203,NS
FRMPD3,0.6010209675511885,1.1768489843705934,0.5758280168194049,5.520676098789529,1.5312797414160115e-07,100,50,5.532155321115718e-07,0.6010209675511885,NS
POLE,0.6009078711854476,3.615932148232871,3.015024277047423,6.645997419321738,9.41348332419827e-10,100,50,4.639502495497719e-09,0.6009078711854476,NS
SHOX2,-0.600873890151034,1.998870668199894,2.599744558350928,-5.099804269634623,1.3728848708359618e-06,100,50,4.327412893109577e-06,0.600873890151034,NS
MAST2,0.6007672665102746,5.207794934455642,4.607027667945367,6.504605337944071,1.6213100525822768e-09,100,50,7.753936173591507e-09,0.6007672665102746,NS
FBXL3,-0.6007497033682947,4.727850522617601,5.3286002259858956,-6.2158729579460905,6.243451789274851e-09,100,50,2.765786821442151e-08,0.6007497033682947,NS
AC005520.2,-0.6005927040302836,1.8272699281524298,2.4278626321827135,-6.414292662156189,2.5747146805996007e-09,100,50,1.1981995607261297e-08,0.6005927040302836,NS
PTP4A3,0.6005765737407547,4.981162981563734,4.380586407822979,4.608142865306942,1.2287831806716365e-05,100,50,3.3549285750804034e-05,0.6005765737407547,NS
DGKI,-0.6005641088957857,0.8258393575905246,1.4264034664863103,-5.819757991507637,1.1388747073026872e-07,100,50,4.191256390783937e-07,0.6005641088957857,NS
GAPT,0.6005113029847873,2.41398617301892,1.8134748700341328,4.443742724634611,1.9818355974060154e-05,100,50,5.24238738967045e-05,0.6005113029847873,NS
SNX27,0.6004599387663396,4.14708839741251,3.5466284586461705,7.768761640547747,1.2274307294156892e-12,100,50,8.936629326360984e-12,0.6004599387663396,NS
INTS13,0.6004365516152319,5.234325754337294,4.633889202722062,6.578145550961377,7.847751966025797e-10,100,50,3.9132546639577565e-09,0.6004365516152319,NS
IFIT3,0.6004230083113207,6.08165388864285,5.4812308803315295,3.0619881596529206,0.0026144650423192296,100,50,0.004914580177259107,0.6004230083113207,NS
CALM2P2,-0.6003637197080414,2.30374309546019,2.904106815168231,-4.1766046996229385,6.092406567993216e-05,100,50,0.00014954924331012385,0.6003637197080414,NS
NUCB2,0.6001927710734813,5.769130160358745,5.168937389285263,4.7911724910217375,4.333355711070918e-06,100,50,1.2625699339015488e-05,0.6001927710734813,NS
ZSCAN1,0.6001050973012134,1.4052531813619629,0.8051480840607494,4.891905888700955,2.6411014485799086e-06,100,50,7.968601357605048e-06,0.6001050973012134,NS
NOL4L,0.6000805826943743,4.530268185176707,3.930187602482333,5.354011633618246,4.811615698990632e-07,100,50,1.6171500818277122e-06,0.6000805826943743,NS
MIR149,0.5999810621902155,0.8335988974032967,0.23361783521308127,3.880306403911806,0.00015900550636416434,100,50,0.0003646389339721711,0.5999810621902155,NS
DYNC1LI2,-0.5998385227203746,5.218875427182046,5.8187139499024205,-5.136052871403437,8.781418920913243e-07,100,50,2.843222803327357e-06,0.5998385227203746,NS
GAA,0.5997726299642858,6.6546226117266,6.054849981762314,5.2629201911639205,8.154927998971182e-07,100,50,2.6544637278864856e-06,0.5997726299642858,NS
METTL24,-0.5996391491218813,0.9005759239975433,1.5002150731194246,-5.7689290761395515,9.546832252648451e-08,100,50,3.5542610752615115e-07,0.5996391491218813,NS
PLEKHJ1,0.599569880025939,4.686440720950153,4.086870840924214,6.1619260722809175,6.961687536708094e-09,100,50,3.0596640227166094e-08,0.599569880025939,NS
DOLK,0.5995136635097733,5.432782742755892,4.833269079246119,8.285437418764323,1.1965814022361586e-13,100,50,1.0058392183153453e-12,0.5995136635097733,NS
TCEAL4,0.5995098225501474,7.729664625245461,7.130154802695314,4.032239525678389,9.144223204939537e-05,100,50,0.00021786145256570807,0.5995098225501474,NS
CD200R1,-0.5994413949528798,1.228060637629188,1.827502032582068,-4.847636742656109,5.157169021955857e-06,100,50,1.4877240285379232e-05,0.5994413949528798,NS
ZNF730,0.5994256780279656,1.1188054326745955,0.5193797546466299,7.117155962285616,4.8066211185339353e-11,100,50,2.821975062586054e-10,0.5994256780279656,NS
UGT2B24P,-0.5992707424838217,0.3198361807336951,0.9191069232175169,-2.175265571211049,0.032839768172188324,100,50,0.050161307344987596,0.5992707424838217,NS
LSM1,0.599160051196713,4.647842970065193,4.04868291886848,6.735334411480733,4.2755220352293526e-10,100,50,2.2063456337717646e-09,0.599160051196713,NS
ATP10D,-0.5991042172653067,3.147906419514746,3.7470106367800526,-4.975545265727525,2.2336944223346456e-06,100,50,6.818407219779369e-06,0.5991042172653067,NS
YWHAH,0.5990715061517777,7.931894644221513,7.3328231380697355,7.402388375512143,1.8395197082699083e-11,100,50,1.1466496138873819e-10,0.5990715061517777,NS
VDAC1,0.599062371966748,8.01131091437321,7.412248542406462,8.225848558603898,1.8852079874966132e-13,100,50,1.5441466598928844e-12,0.599062371966748,NS
CLDN1,-0.5990362287655033,3.889723600277205,4.488759829042708,-2.165768301452776,0.032679222342828045,100,50,0.04996689176167906,0.5990362287655033,NS
CWF19L2,-0.5988252964538425,4.276437924806527,4.8752632212603695,-7.0182893361664,1.1282385606659654e-10,100,50,6.306670244184924e-10,0.5988252964538425,NS
APOL4,-0.5987853045321088,3.113333534736201,3.7121188392683098,-3.5966883984232347,0.000451414669354048,100,50,0.0009687629682906358,0.5987853045321088,NS
PLB1,-0.598685864973348,1.1442436546127877,1.7429295195861356,-7.634515930554629,1.1981540988281434e-11,100,50,7.706309317462832e-11,0.598685864973348,NS
AC007040.3,-0.5985871022197854,0.7103400764552258,1.3089271786750112,-4.33019113398208,2.874408400836149e-05,100,50,7.432279242998872e-05,0.5985871022197854,NS
GTF3C6,0.5985223233462227,7.4136989655099015,6.815176642163679,6.765513029182962,3.04733386826082e-10,100,50,1.5953160441160596e-09,0.5985223233462227,NS
TAF4B,-0.5985015240575691,2.657888594878098,3.256390118935667,-4.157861785340448,5.623412622764418e-05,100,50,0.00013854198622851476,0.5985015240575691,NS
RFC5,0.5984680266452007,4.395569499384433,3.7971014727392327,6.826956533180705,4.279637040130388e-10,100,50,2.207885666647981e-09,0.5984680266452007,NS
PSMD12,0.5983426108724732,5.849809988673311,5.251467377800838,7.70643869253682,2.002368966946287e-12,100,50,1.413602994127265e-11,0.5983426108724732,NS
YIPF1,0.5983423959084391,6.628594720777751,6.030252324869312,5.890088381655256,3.0153939584585655e-08,100,50,1.211555510839926e-07,0.5983423959084391,NS
ALDH3A2,-0.5982787572941168,4.341514656081376,4.939793413375493,-4.832652336358219,3.3713274238538616e-06,100,50,1.0001809572408744e-05,0.5982787572941168,NS
ANAPC7,0.5981121539282324,4.93923857625889,4.341126422330658,8.5007303682221,1.0947426535092607e-13,100,50,9.274203815650903e-13,0.5981121539282324,NS
SFN,0.5978805088901522,6.544619449669699,5.946738940779547,1.9736040681859373,0.052363609430418956,100,50,0.0763975045836664,0.5978805088901522,NS
ZNF581,0.5978596179835742,5.374865682531476,4.777006064547901,5.375438878191626,4.1029913112369094e-07,100,50,1.3919234074795541e-06,0.5978596179835742,NS
FYCO1,-0.5976502084762574,4.861718992063165,5.459369200539422,-5.7790782260280436,4.34860356921469e-08,100,50,1.700003641562668e-07,0.5976502084762574,NS
DUOX1,-0.5976436237060527,1.7229277605029565,2.320571384209009,-3.929357728595755,0.0001531446874001629,100,50,0.00035219129794641165,0.5976436237060527,NS
