gene,log2FC_good_vs_bad,mean_good,mean_bad,t_statistic,p_value,fdr,abs_log2FC,direction
MAST4,-0.12313007260343634,3.577594798676863,3.700724871280299,-0.2792654957929082,0.7862792379077346,0.9999124392578936,0.12313007260343634,NS
ATP5F1A,-0.12309910144942648,7.805076462786744,7.92817556423617,-0.3061459232750917,0.7696432156922985,0.9999124392578936,0.12309910144942648,NS
AL583856.2,0.12309842010317462,1.289877633662531,1.1667792135593564,0.6542416336905366,0.5277769440930777,0.9999124392578936,0.12309842010317462,NS
AJM1,0.12304336911280789,1.744512304230827,1.6214689351180192,0.25516392409689315,0.8061863206769417,0.9999124392578936,0.12304336911280789,NS
RDX,0.12304296080569,5.797246634638182,5.674203673832492,0.6282685628684561,0.5439095732248889,0.9999124392578936,0.12304296080569,NS
GPR1,0.12300534190347201,1.3089879310010155,1.1859825890975435,0.350200712384099,0.7342715460522595,0.9999124392578936,0.12300534190347201,NS
FAM168B,-0.12297348939848352,6.550313786127192,6.673287275525675,-0.5369472647996621,0.6042434259491865,0.9999124392578936,0.12297348939848352,NS
CNTROB,-0.12296531746661676,3.6929001619045465,3.8158654793711633,-0.34400872466881993,0.739759194967329,0.9999124392578936,0.12296531746661676,NS
HCN3,0.12295748893054848,1.8828996191214815,1.759942130190933,0.3174174280974537,0.7588264701909805,0.9999124392578936,0.12295748893054848,NS
HNRNPA1P48,-0.12294241498172909,2.072844465718139,2.195786880699868,-0.4265675937930246,0.6787408147780878,0.9999124392578936,0.12294241498172909,NS
SLC27A3,-0.12289913836507438,3.3427190249327845,3.465618163297859,-0.1698403821596314,0.8685397515411025,0.9999124392578936,0.12289913836507438,NS
CLUH,-0.12289905086380237,5.8408112848093525,5.963710335673155,-0.4183602596562405,0.6856467664416559,0.9999124392578936,0.12289905086380237,NS
CD207,-0.1228951801009619,0.9053776085733123,1.0282727886742742,-0.31786285586108187,0.7572667256435929,0.9999124392578936,0.1228951801009619,NS
TMEM258,-0.12289329885471645,4.712089848740598,4.834983147595315,-0.5106920434033594,0.6215949914623905,0.9999124392578936,0.12289329885471645,NS
USF2,0.1227812370872634,5.754932151920603,5.63215091483334,0.38170016401541057,0.7120910224180669,0.9999124392578936,0.1227812370872634,NS
TLE1,0.12276010167610263,4.076492926030499,3.9537328243543968,0.3704724229943104,0.7192247994319246,0.9999124392578936,0.12276010167610263,NS
MTMR8,-0.12269241975115852,1.0930285745032562,1.2157209942544147,-0.6431087419935642,0.5416357037071846,0.9999124392578936,0.12269241975115852,NS
LMO7,-0.12268666699880892,4.405538651596844,4.528225318595653,-0.4107152198533315,0.6990847375363201,0.9999124392578936,0.12268666699880892,NS
TOM1,0.12263468842284642,5.3874671804311705,5.264832492008324,0.507672812602656,0.6237107036785023,0.9999124392578936,0.12263468842284642,NS
TXLNA,-0.12263143272664134,5.496905736503074,5.619537169229715,-0.48667635764562733,0.6395601625020961,0.9999124392578936,0.12263143272664134,NS
SNX12,0.12261358791482113,6.377575716802836,6.254962128888015,0.4868211763538382,0.6470550821943235,0.9999124392578936,0.12261358791482113,NS
GJA4,0.12260528376615465,5.904497874951823,5.7818925911856685,0.1694903432799126,0.868807609214346,0.9999124392578936,0.12260528376615465,NS
RPRD1B,0.12254274819273103,4.604713893693629,4.482171145500898,0.9128402774467576,0.3840381340446163,0.9999124392578936,0.12254274819273103,NS
LLGL2,-0.12248725313588338,4.786898988304278,4.909386241440162,-0.2947246931258899,0.776301979589791,0.9999124392578936,0.12248725313588338,NS
ABTB2,0.12246199756318887,3.9129353174818413,3.7904733199186524,0.19332859523018853,0.8509250783370805,0.9999124392578936,0.12246199756318887,NS
SOS1,0.1224060611841713,4.435258841882818,4.3128527806986465,0.35509324052532315,0.7303663293464434,0.9999124392578936,0.1224060611841713,NS
ITSN2,-0.12236202572739607,4.022173209099156,4.144535234826552,-0.4910670430462918,0.6352866023165732,0.9999124392578936,0.12236202572739607,NS
AC139795.2,0.12234594408144828,1.7324264265069422,1.610080482425494,0.986495496136097,0.3473455395291023,0.9999124392578936,0.12234594408144828,NS
AC005670.3,-0.12232825477519071,2.148085529943026,2.2704137847182166,-0.48069953119427833,0.6427991573406487,0.9999124392578936,0.12232825477519071,NS
R3HDM1,-0.12229482768761368,3.3701804402458424,3.492475267933456,-0.48228467578226436,0.6399872477940933,0.9999124392578936,0.12229482768761368,NS
TMEM150A,0.12221616284158987,4.556792247399532,4.434576084557942,0.3365552721777775,0.7435085199166551,0.9999124392578936,0.12221616284158987,NS
PLEKHM2,-0.12221259900386183,5.34591856668793,5.4681311656917915,-0.31153621191174447,0.76221128582336,0.9999124392578936,0.12221259900386183,NS
LINC02035,0.12217103671710561,2.8321276146883023,2.7099565779711967,0.3310747385212875,0.7485332473718167,0.9999124392578936,0.12217103671710561,NS
PPP1R26-AS1,-0.12216478068452363,1.4316049541902143,1.553769734874738,-0.536277324677469,0.6058205351377641,0.9999124392578936,0.12216478068452363,NS
NT5C,-0.12212831776136834,4.2497129573695345,4.371841275130903,-0.3257339907367776,0.7531523762501627,0.9999124392578936,0.12212831776136834,NS
GTF2A1,0.12211725019064446,4.739383144058481,4.617265893867836,0.4149983537374049,0.6877179272516589,0.9999124392578936,0.12211725019064446,NS
SUN1,-0.12206883573260985,4.82864371070487,4.9507125464374795,-0.5186893917912796,0.6184167511210007,0.9999124392578936,0.12206883573260985,NS
RNF169,0.12206529194048521,3.016222064416984,2.894156772476499,0.43592518678371045,0.6736121634576641,0.9999124392578936,0.12206529194048521,NS
JADE3,0.12202157964022797,3.4869185264199767,3.3648969467797487,0.42340081376675065,0.6847807715165861,0.9999124392578936,0.12202157964022797,NS
AC006008.1,-0.12200925653203143,1.9109371849658832,2.0329464414979146,-0.4289075243534341,0.6810698900080685,0.9999124392578936,0.12200925653203143,NS
SRA1,-0.1219664505731144,4.795895453808953,4.917861904382067,-0.4692581076533648,0.650163219293709,0.9999124392578936,0.1219664505731144,NS
RNF227,-0.12195961598790284,2.436388940008888,2.558348555996791,-0.48529732454730895,0.6379850765959617,0.9999124392578936,0.12195961598790284,NS
AC010332.1,0.12191805674142797,2.9768079926784163,2.8548899359369884,0.33387039971758237,0.7454440652866975,0.9999124392578936,0.12191805674142797,NS
POLE,-0.12189167375927767,1.9424923969112482,2.064384070670526,-0.4170721630888655,0.6856661723193176,0.9999124392578936,0.12189167375927767,NS
