gene,log2FC_good_vs_bad,mean_good,mean_bad,t_statistic,p_value,fdr,abs_log2FC,direction
RASSF6,-0.3323030680346557,2.514204198295346,2.8465072663300015,-0.49846065440457643,0.6298924199637363,0.8593490233354433,0.3323030680346557,NS
NBDY,-0.33228439296599266,4.961250316746484,5.2935347097124765,-1.8246671529647494,0.08966856801723991,0.5535966530908281,0.33228439296599266,NS
ERMAP,0.3321940104553036,3.065353374334227,2.7331593638789236,1.2754024707501241,0.2274949260229433,0.6340806951785493,0.3321940104553036,NS
ZNF644,-0.33216516178179223,4.24701759331542,4.579182755097213,-1.8077214251035163,0.09445000604013307,0.5535966530908281,0.33216516178179223,NS
AL513534.1,0.33212279352236784,2.8650897854238657,2.532966991901498,0.694369603595913,0.49932151132290803,0.8002130867118135,0.33212279352236784,NS
AC074032.1,0.332098964039941,1.6766248287861205,1.3445258647461795,1.6031489187550798,0.1304478424876018,0.5668802694220436,0.332098964039941,NS
SLC16A6,0.33207582973332084,2.336024004545984,2.0039481748126633,0.6210216703493043,0.5440084604819356,0.8218932908644723,0.33207582973332084,NS
POLG2,-0.3320731607894616,2.7623777555134263,3.094450916302888,-0.9672876216848773,0.35267004898732135,0.7195617536440451,0.3320731607894616,NS
NIT2,-0.3320491567413515,3.5559219473357806,3.887971104077132,-1.554887740587341,0.1528908604663975,0.5811982893907925,0.3320491567413515,NS
TMED6,0.33196972423155047,1.9585343196296374,1.626564595398087,0.6553334732481706,0.5225461330652379,0.8118217275052702,0.33196972423155047,NS
POU5F1,-0.33194670452796005,1.4844049826641854,1.8163516871921455,-0.8370891086726813,0.4166102938370575,0.7577883243450885,0.33194670452796005,NS
STRN4,-0.33189293640988105,5.032039122627754,5.363932059037635,-1.7023041917942434,0.11553218071512474,0.5608236297023911,0.33189293640988105,NS
HSPA7,-0.3318814828609882,2.8045347137168415,3.1364161965778297,-0.6750951704337608,0.5105653195243138,0.8058659989390538,0.3318814828609882,NS
RIPOR3,0.33183005945868893,1.441956680941612,1.110126621482923,1.1278418947634956,0.27806691899806535,0.6690454017626322,0.33183005945868893,NS
CENPC,0.33164017290668824,3.311509670642696,2.979869497736008,1.2597221921987387,0.23309183204713999,0.6374752065143447,0.33164017290668824,NS
CLN5,0.33162448994740656,1.523220003746305,1.1915955137988985,1.9007945567208628,0.0918032125788435,0.5535966530908281,0.33162448994740656,NS
CISD3,-0.3316188256057506,4.668635147222186,5.000253972827936,-1.9072517869866528,0.07930901095603854,0.5528648894005205,0.3316188256057506,NS
SIKE1,-0.33158650786923793,4.2216549715782286,4.5532414794474665,-1.2923986223087582,0.22922305425539158,0.6347909620343255,0.33158650786923793,NS
ATG4D,-0.331572637585956,4.176231289248208,4.507803926834164,-1.371367821332136,0.20363313611439196,0.6149076722162445,0.331572637585956,NS
DUTP6,0.3314467993619248,2.5848541233509343,2.2534073239890096,0.7117107929985216,0.489847554826223,0.7953092772616404,0.3314467993619248,NS
ZNF835,0.33141478805706015,1.41618789243633,1.0847731043792699,0.9005019622025094,0.38518452935265235,0.7407169597573101,0.33141478805706015,NS
SLC25A20,0.33140012063812385,5.303774029579925,4.972373908941801,1.6530636479588707,0.12812876161452805,0.5661522162996591,0.33140012063812385,NS
PCDHB13,-0.3313576511320073,1.312353111848223,1.6437107629802303,-0.802281116992002,0.4399149983224292,0.7689408341616512,0.3313576511320073,NS
IRF2,0.3312954262365553,5.874066771742503,5.5427713455059475,1.1670000599780073,0.27822211749421705,0.6691740611762879,0.3312954262365553,NS
NOP53,0.3312912034455655,7.582602275815251,7.251311072369686,1.2359994910315,0.248077557250295,0.6478474810468852,0.3312912034455655,NS
ITIH3,0.3312852327637006,1.378580017805365,1.0472947850416645,1.0023571828967874,0.33464229797530576,0.7086990002918379,0.3312852327637006,NS
NIBAN2,0.3312576188201817,8.558434631644605,8.227177012824423,1.2840240711335646,0.23320605611333378,0.6374815449273333,0.3312576188201817,NS
EXT1,-0.3311897299611859,4.828619541653978,5.159809271615164,-1.3283372905109736,0.20758978997848104,0.6178159587143132,0.3311897299611859,NS
AL360181.2,-0.3311626955841933,2.3333117313661975,2.664474426950391,-0.9903500624577147,0.3380821633036082,0.7108708213669109,0.3311626955841933,NS
TFDP2,-0.33116088980139535,3.6262290540398365,3.957389943841232,-1.0431297362842697,0.3136129798679651,0.6951688969263492,0.33116088980139535,NS
LINC02615,0.3311327766771459,1.6837582101917965,1.3526254335146506,0.8201830822786695,0.4250113434366247,0.7620846290640478,0.3311327766771459,NS
GCNT3,0.33107953130667456,2.075215695075645,1.7441361637689705,0.34741974248397367,0.7335272586168466,0.9016240736597245,0.33107953130667456,NS
AC093599.2,0.3309097591088068,1.599132175953181,1.268222416844374,0.8691521813062701,0.40186919726901327,0.7496236309391875,0.3309097591088068,NS
LRFN3,-0.33090710441400173,3.117907309852747,3.448814414266749,-1.949574538950208,0.07063587460924402,0.5513093049406389,0.33090710441400173,NS
