gene,sl_n_drivers,sl_drivers,deg_cancers_up,deg_cancers_down,deg_max_log2fc,deg_min_fdr,n_approved_drugs,n_total_drugs,is_druggable,top_drugs,dep_auc,n_dependent_lines,sl_max_lineages,sl_is_universal,composite_score
LINC02587,0,,0,1,2.7802780756844507,2.662105363353262e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC02607,0,,0,1,2.400329863818372,3.3922859214649726e-25,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01936,0,,0,1,2.0969363272625863,7.04284073971675e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC32,0,,0,1,2.215911329982103,2.9055031156647318e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC36,0,,0,1,3.202433708203732,1.6568398999515883e-41,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC4,0,,0,1,1.4886220780804358,2.882318613255681e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC45,0,,1,0,1.177296237833075,7.629525439250469e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC56,0,,1,0,1.2648473068521118,9.277264612227219e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC59,0,,1,0,1.2136814173174004,1.9322494823780952e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
LRP2,0,,0,1,1.1949567432930224,9.238359471243488e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
LRP2BP,0,,0,1,1.4808827442495125,6.844070228569017e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
LRP4,0,,0,1,1.2335383516490848,1.5765585518923882e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC10B,0,,0,1,1.3824706321352886,1.123031728263276e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC18,0,,0,1,1.62245449088751,5.589313090181861e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC20,0,,1,0,1.1373007241929711,9.080700720281492e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
LRRC25,0,,0,1,1.2035071875280958,5.3021054219879066e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01963,0,,0,1,1.1542445785999655,3.837000209577416e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01977,0,,1,0,1.2409320080058437,3.67881370125044e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01983,0,,1,0,1.0452569129329228,7.176550122360607e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01996,0,,0,1,3.0127040702283363,3.4826901043222973e-46,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01589,0,,0,1,1.5141490382672396,3.733242980290705e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01612,0,,0,1,1.199266832448263,6.5635906113276265e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01671,0,,0,1,1.1333112180358325,1.4174892799738002e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01697,0,,0,1,1.827312175167645,1.4306192938812366e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01703,0,,1,0,1.0162698096144525,3.132708997569795e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01765,0,,0,1,1.91909120971808,3.0980715974935187e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC01819,0,,0,1,1.7093465562821062,1.34669533967907e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
LMCD1,0,,0,1,1.7187362533764143,1.5291137720980273e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC02660,0,,0,1,1.506242417832519,3.3833873578058942e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
LMO3,0,,0,1,1.2854116296103468,5.2813503268522986e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
LMO7,0,,0,1,1.5171895131824025,1.09524579117392e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
LONRF3,0,,0,1,1.0377323414941657,1.9054459718619888e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC02884,0,,0,1,2.285446880222743,2.1346938212081723e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
LINCADL,0,,0,1,4.329973701856579,9.927775388019263e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
LINGO1,0,,1,0,1.5413488649439606,7.986708284335741e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
LIPA,0,,0,1,1.1652496075912389,5.704329597151718e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
LIPE,0,,0,1,3.742717228963224,3.701980282026023e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
LIPE-AS1,0,,0,1,1.0027840475701209,1.2977783218400438e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
LIX1L,0,,0,1,1.0794001302589358,3.234362976261093e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
LLGL2,0,,1,0,1.7490947787887574,2.517911457754159e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
LINC02613,0,,0,1,1.9439484410518812,1.089271966318757e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
LMNB2,0,,1,0,1.1999402312432397,2.2272050423767452e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MNDA,0,,0,1,1.686072837618612,1.8354633480925805e-25,0,0,False,,0.5,0,0,False,0.06666666666666667
MNX1,0,,1,0,1.2569868957104815,3.0926981833725823e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
MNX1-AS2,0,,1,0,1.2622806074033557,9.399345307160824e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
MORN5,0,,0,1,2.0356500530280988,4.4834020552500814e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
MMP19,0,,0,1,1.7737406279016352,5.887989737142311e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MMP27,0,,0,1,1.158206767524104,7.404543625729959e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
ATP6V0B,0,,1,0,1.222780685619746,5.387960814280737e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
ATP6V1C2,0,,1,0,1.4048040803601414,7.251773622573046e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
ATP10B,0,,1,0,1.4613561012759388,5.152595868468572e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
ATP13A4-AS1,0,,0,1,1.8423168231622609,5.704303282465605e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
ATP13A5,0,,0,1,1.765620025632329,2.433412057427411e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
ATP2A3,0,,1,0,1.175565572517276,7.818821262708251e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
C11orf80,0,,1,0,1.2433229848439544,5.979732257529632e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
BEAN1,0,,1,0,1.1854915739058958,1.4322547416588732e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
BEND7,0,,0,1,1.1686987612290698,8.503574400601689e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
BEX1,0,,0,1,1.4356078913804684,2.7707646083237688e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
BEX4,0,,0,1,1.2624245890765122,4.725359783711727e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
BEX5,0,,0,1,1.478095650261464,1.253266917715142e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
BGN,0,,1,0,2.243703123923101,2.0669782999681422e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
BHLHA15,0,,1,0,1.8356010599963128,1.0143548475436385e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
BCL2A1,0,,0,1,1.473269173218993,3.9348462372504674e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
BCL2L12,0,,1,0,1.0720477942891158,2.785703712102015e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
BCL2L15,0,,1,0,1.7476776744050837,1.808331394782659e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
BCL6,0,,0,1,1.181617460635331,4.3446377663970486e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
BCL6B,0,,0,1,1.7347556702099496,1.259326718077326e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
BDNF,0,,0,1,1.548392193237476,4.644724028976912e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR4717,0,,0,1,1.2062435492340433,1.1669865823940973e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR5195,0,,1,0,1.1099938860022245,8.459204706272461e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR559,0,,1,0,1.7541602270973242,1.1014041341285489e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR6071,0,,0,1,1.0296426799339118,9.853150701935076e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR6503,0,,0,1,1.3315673601666551,1.6968956800988472e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR6835,0,,1,0,1.3691167947822342,2.1209357226038882e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR7152,0,,0,1,1.3840129563697987,9.387599802219024e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR7856,0,,0,1,1.0037569943540383,1.0920203304434836e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR3671,0,,0,1,1.249049112218631,1.980033324155352e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR3677,0,,0,1,2.3221452225088592,8.698188922136481e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR3945HG,0,,0,1,1.6704107842282807,1.751082677207161e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR4263,0,,1,0,1.104946464212929,5.328383644616721e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
MPZ,0,,0,1,1.2034039896487727,1.183502542708264e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR4537,0,,1,0,1.244556087737263,1.613919214681377e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR4539,0,,1,0,1.0813195442240833,6.170452625076012e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
MRC2,0,,0,1,1.0447221135262827,3.938828147030278e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
MRGPRX3,0,,0,1,1.2737832646683414,4.411584977979184e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
MRM1,0,,1,0,1.071274453232132,6.4828731919224496e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
MROH9,0,,0,1,1.00702071388877,8.118397838033679e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
MRPL12,0,,1,0,1.0420178011929226,5.182137077104956e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
MRPL13,0,,1,0,1.0721180727758668,2.2962254955231742e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
MPDZ,0,,0,1,1.0862401612471424,1.4006220179772195e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
MPEG1,0,,0,1,1.021982203873221,8.72326939197478e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
MPP6,0,,0,1,1.1533455461069544,3.393847708843849e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
MPPED2,0,,0,1,1.05353653661681,7.690062490764446e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR4483,0,,0,1,1.1177801575713886,0.0002800938817617,0,0,False,,0.5,0,0,False,0.06666666666666667
MYB,0,,1,0,1.223832479529218,6.612607819932993e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
MYBL1,0,,1,0,1.0404689492495975,1.9568840286181318e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MYBPC1,0,,0,1,2.972714768169316,4.613999779776341e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MUC20P1,0,,1,0,1.0162923537202602,3.725954675691665e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
MUC21,0,,1,0,1.7204060710296822,4.124908564875349e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
MUC3A,0,,1,0,1.6117507140501102,4.713451755677444e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
MUC4,0,,1,0,1.3061235379669456,6.345107949159647e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
MUC5B,0,,1,0,2.018236846200072,1.693664785183508e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
MUCL1,0,,0,1,4.040142190327778,1.0443741982123504e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MUCL3,0,,0,1,1.889498444085198,1.3819994089511845e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
MVB12B,0,,0,1,1.4075449487960991,8.806779615858518e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
MTND1P23,0,,0,1,1.0248161172908103,0.0096481578022242,0,0,False,,0.5,0,0,False,0.06666666666666667
BARX2,0,,1,0,2.1789222253806004,2.6072125618569227e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
MUC13,0,,1,0,2.125146393021456,3.832407404030963e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MT2P1,0,,0,1,1.090136494204112,1.7994981736149882e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
MTARC1,0,,0,1,1.859457951629213,1.1630792009992805e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
MTARC2,0,,0,1,1.7310791894848832,2.697412525530588e-30,0,0,False,,0.5,0,0,False,0.06666666666666667
MTFR1,0,,1,0,1.0160658679944925,1.3055204111031207e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
MTFR2,0,,1,0,1.5134198503858212,5.034116066934416e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
MTMR10,0,,0,1,1.1414525626839156,1.0815824307909635e-28,0,0,False,,0.5,0,0,False,0.06666666666666667
MYRIP,0,,0,1,1.1339263623309523,7.536782285064654e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MZB1,0,,1,0,1.6548951618124796,3.531256131410418e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MZT2A,0,,1,0,1.1232240752391154,2.414492170320231e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
MZT2B,0,,1,0,1.0017901874249917,2.4584104366215344e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
N4BP3,0,,1,0,1.5377531898755183,2.821244285224154e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
MUC1,0,,1,0,1.932741479917783,1.212255595052065e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
BATF,0,,1,0,1.2956155697832852,5.048991491176114e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
BAX,0,,1,0,1.078840851645694,4.897991274316266e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
MT-ND6,0,,0,1,1.5255131067750884,4.140351656214908e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
MT-TF,0,,0,1,1.5129466091819903,4.118284609904451e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
MT1E,0,,0,1,1.19935099786107,1.010375132220247e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
MT1X,0,,0,1,2.020808202839268,3.121025674694671e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
MT2A,0,,0,1,1.0376516195560406,2.241329252576822e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
MS4A7,0,,0,1,2.3377531913952128,2.9485382786356304e-37,0,0,False,,0.5,0,0,False,0.06666666666666667
MS4A8,0,,0,1,2.2181936158802005,4.91882270163562e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
MSLN,0,,0,1,1.0743382010101603,0.0096881920189953,0,0,False,,0.5,0,0,False,0.06666666666666667
MSMO1,0,,0,1,1.2447628301761844,5.848541009667925e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
MSR1,0,,0,1,2.5214521584003133,1.1129173010751748e-32,0,0,False,,0.5,0,0,False,0.06666666666666667
MYADM,0,,0,1,2.031634129859752,2.681608259192718e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
MT-ND5,0,,0,1,1.0963188474592285,8.881529570244161e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
MRPS30,0,,1,0,1.1652085583902103,4.3769343200762447e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MRPS30-DT,0,,1,0,1.2325025057083474,0.000252124654631,0,0,False,,0.5,0,0,False,0.06666666666666667
MS4A1,0,,1,0,1.008798965102029,4.941945687141602e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
MS4A14,0,,0,1,1.2532125865346313,2.7757316146727213e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MS4A2,0,,0,1,1.9610183777517765,4.449597433466823e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
MS4A4A,0,,0,1,1.4496770843256197,8.2820132261743e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
MRPL14,0,,1,0,1.1940108852945013,1.2316874845328365e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
MRPL20-DT,0,,1,0,1.1048597281497816,4.521534909966777e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
MX1,0,,1,0,1.1000985991999226,1.7617779776247686e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
MX2,0,,1,0,1.0579435115297744,6.45278625059931e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
MXRA5,0,,1,0,1.0982393228668696,1.1867659196099411e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
MSTO1,0,,1,0,1.199527464755906,1.184795737544787e-28,0,0,False,,0.5,0,0,False,0.06666666666666667
MFSD3,0,,1,0,1.245295220546888,3.734379655248242e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
MFSD4A,0,,0,1,1.258934482594294,1.1877300260651236e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
MGAM2,0,,0,1,1.6140491529410348,2.4765283248476237e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
METRN,0,,1,0,1.6230881462112947,6.038000023918495e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
METTL1,0,,1,0,1.1663088743396268,1.036989185068096e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
METTL26,0,,1,0,1.0550605264352306,1.3094281621734955e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
METTL7B,0,,1,0,2.019711521465514,1.8921250984160452e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
MFAP3L,0,,0,1,1.6882718605080032,2.4301206072454783e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
MEIS2,0,,0,1,1.4364810891230215,5.518036576272122e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
MELTF,0,,1,0,1.5091944552436152,1.7520952879306838e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
MEOX1,0,,0,1,3.0618100471663228,1.0463479122987128e-32,0,0,False,,0.5,0,0,False,0.06666666666666667
MESP1,0,,1,0,1.324452180886296,9.538141067542756e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
MMD,0,,0,1,1.8900200127431857,1.2209546532517374e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
MECOM,0,,0,1,1.1156213271746769,8.170925554461299e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MEDAG,0,,0,1,2.293430237760819,1.1680250636875189e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
MEF2C,0,,0,1,1.1689809876967296,7.249742367515384e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
MEFV,0,,0,1,1.096033494418534,6.82753445196626e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
MEG3,0,,0,1,1.5698121228540458,6.06523435013069e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
MEIS1,0,,0,1,1.012620763408381,1.813365366878397e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR222HG,0,,0,1,1.1532388292733564,4.09750540784526e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR223HG,0,,0,1,1.1222204398758664,1.7781071460780036e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR23B,0,,0,1,1.300247827267543,1.1681550278748922e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR25,0,,1,0,1.4654527372657906,1.318448563993249e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR27B,0,,0,1,1.6327398465050316,6.786750917709254e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR3153,0,,1,0,1.115448863201304,4.1499437888432274e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
ME1,0,,0,1,1.2930423247560592,3.431200470753204e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
BTG2,0,,0,1,1.5311005437335306,1.011191299252591e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
BTK,0,,0,1,1.483642372613065,1.7079054060732375e-28,0,0,False,,0.5,0,0,False,0.06666666666666667
MAFG-DT,0,,1,0,1.3329319246021183,4.8620295629393244e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
MAGEA3,0,,1,0,1.0583891465888624,4.226501074950796e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
MCM6,0,,1,0,1.270033216101062,2.0874753799635745e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
MCM7,0,,1,0,1.0968414219190326,1.074542722569952e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
MCRIP2,0,,1,0,1.1984883663039816,2.255587958094344e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
MCTP2,0,,0,1,1.0185006592793964,3.3114507547026876e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
MDFIC,0,,0,1,1.0780661605446262,4.72343195974339e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
MDGA1,0,,0,1,1.334027758109067,3.5016205675092484e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
MBOAT7,0,,1,0,1.3742404892701927,2.314894047203956e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
MCC,0,,0,1,1.182807956475206,5.00145745379445e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
MFSD2A,0,,0,1,2.083997864296914,9.813620926648008e-25,0,0,False,,0.5,0,0,False,0.06666666666666667
MCIDAS,0,,1,0,1.2579891975353714,6.145080891671194e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MATN2,0,,0,1,2.751689875050889,4.178470239218981e-30,0,0,False,,0.5,0,0,False,0.06666666666666667
MAZ,0,,1,0,1.14318544830196,5.585264480976143e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
MBNL2,0,,0,1,1.386892730618813,5.080209943128186e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
MBOAT2,0,,1,0,1.1671112922474438,7.195072277742835e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MARK1,0,,0,1,1.0155030523503492,8.065031995863977e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
MARVELD2,0,,1,0,1.0894275800545694,9.219419206996724e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
MARVELD3,0,,1,0,1.196967362110097,4.4264476564066895e-30,0,0,False,,0.5,0,0,False,0.06666666666666667
MASP1,0,,0,1,1.620805490313851,7.095485400647554e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
MATK,0,,0,1,1.0532157171726304,1.949782264284701e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MFAP5,0,,0,1,1.414019883050308,3.0506259365488097e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
MFGE8,0,,0,1,1.4614089208371688,4.129572966802368e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
MCEMP1,0,,0,1,4.690423139628246,4.074757619314201e-43,0,0,False,,0.5,0,0,False,0.06666666666666667
BAIAP2L1,0,,1,0,1.0986154083357826,2.2824526850521985e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
BAIAP2L2,0,,1,0,1.7962337019666672,1.5343509553367154e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
BANCR,0,,0,1,1.8689871686474304,1.607377551624434e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
BANK1,0,,0,1,1.0906463644712858,2.8976317330203833e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
BARX1,0,,1,0,2.229849164893595,1.993678932248064e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
BORCS7,0,,0,1,1.07503174374773,3.071444617684236e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
BPHL,0,,1,0,1.1088867653815115,3.917855260427986e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
BPIFA1,0,,1,0,1.7455874426249025,0.0026972074199844,0,0,False,,0.5,0,0,False,0.06666666666666667
BPIFA2,0,,1,0,1.2535430917605717,1.5986635542859114e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
BPIFB1,0,,1,0,1.9485711552092848,1.485166689815872e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
BMPR2,0,,0,1,1.3016278048873762,1.72807756767465e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
BMS1P10,0,,0,1,1.3015659984573071,8.391719352098208e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR3189,0,,1,0,1.393590638064255,3.013849298813587e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
BNIP3,0,,1,0,1.0016816444417636,3.926101751405805e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
BNIP3P11,0,,1,0,1.309623556717797,9.864254417336464e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
BOC,0,,0,1,1.9364718750737984,2.3651209745972162e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
MGST1,0,,0,1,1.0681433247989371,3.5965193255940776e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
MICAL2,0,,1,0,1.2201568968454013,3.402984488036375e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
MMP12,0,,1,0,3.0884099744529467,3.1310438289303318e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
MMP14,0,,1,0,1.073180168237827,5.443412019793715e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MMP17,0,,1,0,1.395808542780298,8.321801907566979e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
MISP,0,,1,0,2.8809941967850783,2.493919489406609e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
MISP3,0,,1,0,1.1783954587955106,5.713128089458536e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MLPH,0,,1,0,1.1986170149719078,0.0001599930005575,0,0,False,,0.5,0,0,False,0.06666666666666667
MLXIPL,0,,0,1,2.494205608541096,4.518001138378012e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
BNC1,0,,0,1,1.05011680816775,8.771762587507391e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR10B,0,,0,1,1.0942262572365142,6.323793362422922e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR126,0,,0,1,1.03122717638407,4.9782705207395774e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR145,0,,0,1,3.7248896421038986,1.0312093867080217e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR186,0,,0,1,1.1521046856530468,2.1246162056113584e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR200CHG,0,,1,0,1.272884013836591,9.715180320722136e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR205,0,,0,1,1.658610359077092,5.6419854328824e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
MIR205HG,0,,0,1,1.801695202932004,2.6407538169708687e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
MICALL2,0,,1,0,1.058585018520087,6.533814111009322e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
MICB,0,,1,0,1.0231950475845024,1.2298687095355814e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
MICU3,0,,0,1,1.6443150283835395,6.91805994532335e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
MID1,0,,0,1,1.7618182815076984,6.4093738673567176e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
