gene,sl_n_drivers,sl_drivers,deg_cancers_up,deg_cancers_down,deg_max_log2fc,deg_min_fdr,n_approved_drugs,n_total_drugs,is_druggable,top_drugs,dep_auc,n_dependent_lines,sl_max_lineages,sl_is_universal,composite_score
MCM10,0,,2,0,1.8809165437542008,1.9177780518634806e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
MARCO,0,,0,2,3.946307261290591,5.328403959393882e-36,0,0,False,,0.5,0,0,False,0.13333333333333333
MARCKSL1,0,,2,0,1.79609554195316,4.239346928758631e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
MFNG,0,,0,2,1.5490538795804545,6.914816124313948e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
MFAP4,0,,0,2,3.0357011508384595,1.0434363426834884e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
MEX3A,0,,2,0,2.5760850278985785,1.5480153868632663e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
BMP5,0,,0,2,1.6156058961856847,3.720160022373105e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
MEOX2,0,,0,2,2.9360951616333133,9.197881014230456e-36,0,0,False,,0.5,0,0,False,0.13333333333333333
MELK,0,,2,0,2.6275861318442386,1.766240968479668e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
MFAP2,0,,2,0,1.9103171275036384,3.566010551575431e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
MEST,0,,1,1,1.756155320951983,1.4147475004777262e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
MIR22HG,0,,0,2,1.6050698417404077,5.475817047318345e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
MIR221,0,,0,2,1.6887552785578088,3.244697361074298e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
MGP,0,,0,2,1.3744957390399597,1.0842434341877977e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
MGAT3,0,,0,2,3.2372499774766315,2.2336407432428868e-44,0,0,False,,0.5,0,0,False,0.13333333333333333
BMX,0,,0,2,2.191083593924261,7.361538002117653e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
METTL7A,0,,0,2,2.153380844370236,2.6884276418190104e-34,0,0,False,,0.5,0,0,False,0.13333333333333333
ANGPTL7,0,,0,2,2.794280882262466,1.157767773354961e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
ANGPTL4,0,,1,1,2.4008692531385227,2.7091678857517045e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
ANLN,0,,2,0,2.722842901824868,8.854178790594165e-35,0,0,False,,0.5,0,0,False,0.13333333333333333
PLK1,0,,2,0,2.3694292975237765,1.4695052153189829e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
PLSCR4,0,,0,2,2.037062874722749,4.781073107637409e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
PLN,0,,0,2,1.1592218071548557,9.1280982621761e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
PLIN2,0,,0,2,1.0823418068155606,4.426219304532488e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
PLEKHH2,0,,0,2,1.5603158968513169,2.5707190865301303e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
OCIAD2,0,,2,0,1.9102127626432148,6.471334720967544e-38,0,0,False,,0.5,0,0,False,0.13333333333333333
POLQ,0,,2,0,1.257615988041649,1.891620393566408e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
PPARGC1A,0,,0,2,1.2032865843401874,1.470285800935098e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
PPARG,0,,0,2,2.747028671026147,3.2697069705264117e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
POSTN,0,,2,0,1.977607449188304,7.552247602754006e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
PREX2,0,,0,2,1.7856434992573875,6.221497885763683e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
POLE2,0,,2,0,1.4947314962733833,5.821356269893837e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
PODXL2,0,,2,0,2.389074880531304,2.145106652925763e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
POC1A,0,,2,0,1.7571169664691442,2.4649724156752423e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
PRG4,0,,0,2,2.464579025610352,2.789669137852892e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
PPM1F,0,,0,2,1.165484295929578,6.992753335350347e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
PIP5K1B,0,,0,2,2.4039096199163827,3.913665269292549e-37,0,0,False,,0.5,0,0,False,0.13333333333333333
PHYHD1,0,,0,2,1.437905185311276,1.1966837942701818e-14,0,0,False,,0.5,0,0,False,0.13333333333333333
PIGR,0,,0,2,3.816482318952713,8.683418237860073e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
PID1,0,,0,2,2.271362616125778,6.016996388932747e-34,0,0,False,,0.5,0,0,False,0.13333333333333333
PI16,0,,0,2,4.414094001882264,1.8938368271974008e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
PLAGL1,0,,0,2,1.778485160773735,3.6229307803059515e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
PLAC9,0,,0,2,3.0448372110872453,6.547523090342507e-35,0,0,False,,0.5,0,0,False,0.13333333333333333
PLEK2,0,,2,0,2.0896369167925384,1.4332249975720887e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
PLCXD3,0,,0,2,1.286650007930822,5.936059621745424e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
ANPEP,0,,0,2,1.5504149748790166,3.6144674805542176e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
PLA2G4A,0,,1,1,2.039438712672161,5.656313673976053e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
PLA2G2A,0,,0,2,2.1914698278718,6.39724772085111e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
PKP3,0,,2,0,1.4465600602715083,7.386965518758519e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
PLPP3,0,,0,2,1.8699077196084213,1.3731931177760186e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
PMAIP1,0,,2,0,1.156816930207988,9.24505254678553e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
ALDH2,0,,0,2,1.727056227377064,1.223888874602714e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
ANO6,0,,0,2,1.1580216365172138,1.413207304174297e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
ALDH1A1,0,,0,2,2.697149275481028,6.214114489590151e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
ANXA3,0,,0,2,2.100617268010473,4.109819336405008e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
PLAAT5,0,,0,2,2.1865772500662257,3.677403194192394e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
PTGS2,0,,0,2,2.057035566071286,1.0023726232295554e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
PTGIS,0,,0,2,1.775804338474488,4.643257860327156e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
PTGFR,0,,0,2,2.0114202129165544,7.508210399360544e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
PRKD1,0,,0,2,1.2010961133540947,1.3390698441871744e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
PTH1R,0,,0,2,1.773442299770186,1.5635487591864454e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
PTGER4,0,,0,2,1.7211039567931836,3.164206412797291e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
PSAT1,0,,1,1,2.558918568071855,5.363421543577346e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
QKI,0,,0,2,1.3956676746341294,5.593350188665068e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
PXDC1,0,,0,2,1.3165802673053788,5.6436187151170425e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
AL353693.1,0,,1,1,1.705495509506933,1.3327771786195985e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
AL109741.1,0,,0,2,1.91203289670578,3.318640064357156e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
AL096828.3,0,,2,0,1.1091164193418694,1.132829579100003e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
AL445423.1,0,,0,2,1.2306523939693237,1.4186897003557946e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
PTTG1,0,,2,0,2.5786526130205303,2.1141713789213974e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
PTPRM,0,,0,2,1.514105115913904,2.5305182368655127e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
PYCR3,0,,2,0,1.5353947720608645,6.28115862932105e-24,0,0,False,,0.5,0,0,False,0.13333333333333333
PYCR1,0,,2,0,3.3777220043680307,1.4824506905388233e-52,0,0,False,,0.5,0,0,False,0.13333333333333333
PTPRB,0,,0,2,2.49613860941669,2.210364675717397e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
PTPN21,0,,0,2,2.3716773920491123,6.986835283187268e-36,0,0,False,,0.5,0,0,False,0.13333333333333333
AL133482.1,0,,0,2,2.1465894744159923,3.846238183372884e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
AMOTL1,0,,0,2,1.913570196052667,8.496983517768236e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
ALPL,0,,0,2,2.572732213313742,5.119711014930285e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
ALDH1A2,0,,0,2,2.2864083926297574,1.0388146481354715e-38,0,0,False,,0.5,0,0,False,0.13333333333333333
ALOX15B,0,,0,2,1.6249961012601677,1.90157727110546e-08,0,0,False,,0.5,0,0,False,0.13333333333333333
ALKAL2,0,,0,2,2.493298961217018,5.2463007288928516e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
PRELP,0,,0,2,2.268068416835427,8.812193276664607e-21,0,0,False,,0.5,0,0,False,0.13333333333333333
PRAME,0,,2,0,2.0462118695425446,3.6092187555508814e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
PPP1R14C,0,,0,2,1.2805298481581175,1.1390865129188652e-09,0,0,False,,0.5,0,0,False,0.13333333333333333
PPP1R14BP3,0,,2,0,1.9177210056262872,2.753040139547676e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
PROM2,0,,2,0,2.0509118218607307,1.448048984600259e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
PPP1R14A,0,,0,2,2.657465123438361,8.302137926636466e-34,0,0,False,,0.5,0,0,False,0.13333333333333333
PPP2R2C,0,,2,0,1.7222092197110594,2.8909044358753866e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
PPP1R16B,0,,0,2,1.762007287409098,2.6405302364734115e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
PPP1R15A,0,,0,2,1.7200633465001518,7.693574151990247e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
PRR36,0,,2,0,1.8573404060868823,4.851160241373595e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
PRSS22,0,,2,0,1.3384858584909285,1.5305857307600068e-12,0,0,False,,0.5,0,0,False,0.13333333333333333
PRRT1B,0,,1,1,1.6711624758329,7.294688951187305e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
PRR11,0,,2,0,1.6227860225939368,2.4326401981732e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
PROS1,0,,0,2,2.123053395774461,1.922374686866061e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
PPP1R14B,0,,2,0,1.986560795039808,3.9180213179070805e-39,0,0,False,,0.5,0,0,False,0.13333333333333333
OLFML1,0,,0,2,1.6799109329639816,5.428310946646992e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
PARD6B,0,,1,1,1.832178855069067,1.9443091055945096e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
PAQR4,0,,2,0,1.913491560630744,6.664032196681523e-29,0,0,False,,0.5,0,0,False,0.13333333333333333
PALMD,0,,0,2,2.7409520979310997,5.807897537516111e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
PALM2AKAP2,0,,0,2,2.5512849941366413,4.8351515743629584e-36,0,0,False,,0.5,0,0,False,0.13333333333333333
PALM,0,,0,2,1.1054458582392297,3.4521123603056694e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
PAFAH1B3,0,,2,0,2.34621428690332,3.5305250672713448e-31,0,0,False,,0.5,0,0,False,0.13333333333333333
PACRG,0,,0,2,1.578512194124306,1.3191673120934248e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
P4HA3,0,,2,0,1.7597016558615215,1.8246334291425548e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
PITX1,0,,2,0,3.204089185545904,7.923598057817052e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
P3H2,0,,0,2,2.743375138325609,1.5718181382929956e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
P2RY14,0,,0,2,1.3939761464806142,6.476587739649474e-20,0,0,False,,0.5,0,0,False,0.13333333333333333
PCSK5,0,,0,2,1.187152162693781,9.438559630685553e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
ANXA8L1,0,,0,2,2.344407634628772,1.350254199201475e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
APOC1,0,,1,1,1.7889324211956357,4.3019298492715645e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
AOX1,0,,0,2,2.4246750276627087,1.0786242932803114e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
AOC3,0,,0,2,3.418788933610309,2.323472471931773e-39,0,0,False,,0.5,0,0,False,0.13333333333333333
AQP4,0,,0,2,4.13904522264868,8.21407378404116e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
AQP1,0,,0,2,2.8714600781530137,1.3260803735468066e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
P3H4,0,,2,0,1.6682678157828836,3.786846458426198e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
OASL,0,,1,1,1.5425259708952537,3.31912668714245e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
OGN,0,,0,2,3.2831076213216552,2.5608832906852114e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
NUF2,0,,2,0,2.598942414343319,3.85956584718891e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
NTRK2,0,,0,2,3.1522486141277,4.655363936924835e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
NTN4,0,,0,2,1.986858093963117,2.717285184386899e-29,0,0,False,,0.5,0,0,False,0.13333333333333333
NT5E,0,,1,1,1.2439159217400415,3.73081532077912e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
P2RY12,0,,0,2,2.005685597527384,1.4315118167424544e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
ARHGEF15,0,,0,2,2.372017240622216,2.636185184762452e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
AP1S1,0,,2,0,1.1613342638066158,3.214803066002676e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
OLFML2A,0,,0,2,1.3624469732189328,2.6830346008639294e-17,0,0,False,,0.5,0,0,False,0.13333333333333333
ARHGEF37,0,,0,2,1.3759439383832528,4.427971067114752e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
ARHGEF16,0,,2,0,1.4712624247083266,7.553327262705539e-29,0,0,False,,0.5,0,0,False,0.13333333333333333
ARHGAP40,0,,1,1,2.088593361499791,1.5334078435438217e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
ARHGAP39,0,,2,0,1.4683812260299054,6.565287533637736e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
ARHGAP31,0,,0,2,2.19104583922258,2.018920250703416e-38,0,0,False,,0.5,0,0,False,0.13333333333333333
OVCH2,0,,0,2,1.7079338508313595,2.752103013993837e-26,0,0,False,,0.5,0,0,False,0.13333333333333333
ORC1,0,,2,0,1.8078465433202235,3.5181920473662127e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
OMD,0,,0,2,1.2465645088142252,1.1707769758890617e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
OLR1,0,,1,1,2.897835565237349,5.0918268999219476e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
AP005233.2,0,,1,1,2.0285602278473798,3.2983573597120684e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
PDE5A,0,,0,2,1.679437888520927,4.315564198679288e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
PDE3B,0,,0,2,2.257611002422493,2.845487976377774e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
PDE2A,0,,0,2,2.824685944204842,2.9766122107272833e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
PDE1C,0,,0,2,2.0517043705156466,2.1048780034695224e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
PHLDB2,0,,0,2,1.6937570530804045,4.597877828811501e-23,0,0,False,,0.5,0,0,False,0.13333333333333333
ANKRD29,0,,0,2,2.633785093300518,1.0169719997523988e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
ANKRD22,0,,2,0,1.9655733702793816,2.281340972490666e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
ANGPTL1,0,,0,2,2.848349581181072,1.631809988602655e-29,0,0,False,,0.5,0,0,False,0.13333333333333333
ANGPT4,0,,0,2,2.1675038804760502,2.6053598504281185e-24,0,0,False,,0.5,0,0,False,0.13333333333333333
APOLD1,0,,0,2,1.7128767407393235,1.4249494204302026e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
AP001528.2,0,,0,2,2.8059899248531424,6.628427967898656e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
AP001528.1,0,,0,2,2.373434480517763,1.7709976692981493e-18,0,0,False,,0.5,0,0,False,0.13333333333333333
PGM5P4,0,,0,2,1.647299786501548,5.4390240293090486e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
PGM5,0,,0,2,2.408871325514577,9.236816187634676e-39,0,0,False,,0.5,0,0,False,0.13333333333333333
PGAP4,0,,0,2,1.672526954840639,2.4059850917287856e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
PKDCC,0,,0,2,1.8367255096378017,2.52023936968057e-29,0,0,False,,0.5,0,0,False,0.13333333333333333
PER1,0,,0,2,2.1909294079380826,3.688363016023804e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
PIMREG,0,,2,0,1.9458388046004136,5.184556755952775e-25,0,0,False,,0.5,0,0,False,0.13333333333333333
PKIB,0,,2,0,1.137334736784006,1.7318387220832604e-07,0,0,False,,0.5,0,0,False,0.13333333333333333
ANGPT1,0,,0,2,2.3180116169505056,1.0825617264412338e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
APOBR,0,,1,1,1.8354284754236363,4.161342231270741e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
APOBEC3B,0,,2,0,1.2816433547895445,7.283450657506519e-13,0,0,False,,0.5,0,0,False,0.13333333333333333
PCOLCE2,0,,0,2,3.976134333279535,6.978144876399351e-28,0,0,False,,0.5,0,0,False,0.13333333333333333
PCLAF,0,,2,0,1.8612559806747917,6.349006946251734e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
PCDHGC3,0,,0,2,1.589317271433285,1.137213319125073e-19,0,0,False,,0.5,0,0,False,0.13333333333333333
PCDHGB7,0,,0,2,1.3698545905751385,2.6975302909343042e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
PCAT6,0,,2,0,1.9624613853924076,9.353207073438648e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
PDZD2,0,,0,2,2.4222604605136597,1.7369873049001427e-32,0,0,False,,0.5,0,0,False,0.13333333333333333
PCAT19,0,,0,2,2.092002980164148,1.7787971428421424e-34,0,0,False,,0.5,0,0,False,0.13333333333333333
PDGFRL,0,,1,1,1.2673880335231136,2.4303698739077743e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
PAX9,0,,2,0,1.251392795684124,2.8744028114319283e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
PECAM1,0,,0,2,2.4310487423681995,1.994820549917317e-46,0,0,False,,0.5,0,0,False,0.13333333333333333
PEAR1,0,,0,2,1.930957916629234,2.5285111550913887e-30,0,0,False,,0.5,0,0,False,0.13333333333333333
PDZRN3,0,,0,2,1.171361267343571,1.5783790718109534e-16,0,0,False,,0.5,0,0,False,0.13333333333333333
PDZD4,0,,0,2,1.0950982367556863,9.615806314113029e-11,0,0,False,,0.5,0,0,False,0.13333333333333333
PDLIM3,0,,0,2,2.108645772847461,1.8824664963451386e-15,0,0,False,,0.5,0,0,False,0.13333333333333333
PDLIM1,0,,0,2,1.1458008234460737,4.2486576499094865e-22,0,0,False,,0.5,0,0,False,0.13333333333333333
PDK4,0,,0,2,3.67714072353876,8.774601774570662e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
PDIA4,0,,2,0,1.5371653939649148,9.524903419582069e-33,0,0,False,,0.5,0,0,False,0.13333333333333333
PBK,0,,2,0,2.62039982939689,3.581608298213257e-27,0,0,False,,0.5,0,0,False,0.13333333333333333
PTCH1,0,,0,1,1.0995593812678128,1.557217098617164e-17,3,4,True,"SONIDEGIB, TRETINOIN, VISMODEGIB",0.5,0,0,False,0.12666666666666665
DDX54,1,FBXW7,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
MARS2,1,KRAS,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
MRPL20,1,KRAS,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
MRPL17,1,KRAS,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
CDAN1,1,EGFR,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
POLG,1,KRAS,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
POLR1B,1,FBXW7,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
PGAM1,1,FBXW7,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
PGGT1B,1,FBXW7,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
COPB2,1,VHL,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
SNAP23,1,BRCA2,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
SUPT20H,1,MYC,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
PSMA2,1,VHL,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
UTP14A,1,FBXW7,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
UTP6,1,FBXW7,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
ALG11,1,VHL,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
CIAO1,1,KRAS,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
NGDN,1,FBXW7,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
TADA2B,1,MYC,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
LARS2,1,KRAS,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
ANAPC10,1,VHL,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
MTG2,1,KRAS,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
GABPB1,1,ERBB2,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
TXNRD1,1,CTNNB1,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
SNRNP70,1,MYC,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
PSMD11,1,VHL,0,0,0.0,1.0,0,0,False,,0.5,0,2,False,0.125
SMO,0,,0,0,0.0,1.0,6,12,True,"SONIDEGIB, GLASDEGIB MALEATE, GLASDEGIB",0.5,0,0,False,0.12
IRS2,1,MYC,0,1,1.817633347132592,1.2316874845328365e-22,0,0,False,,0.5,0,0,False,0.11666666666666667
RFC4,1,FBXW7,1,0,1.3864142079609,1.7530933339996222e-25,0,0,False,,0.5,0,0,False,0.11666666666666667
WWTR1,1,KEAP1,0,1,1.04712233249648,3.531467908683429e-16,0,0,False,,0.5,0,0,False,0.11666666666666667
EEFSEC,2,"EGFR, CTNNB1",0,0,0.0,1.0,0,0,False,,0.5,0,0,False,0.1
PPP1R15B,2,"BRAF, MYC",0,0,0.0,1.0,0,0,False,,0.5,0,0,False,0.1
GRB2,2,"BRAF, NRAS",0,0,0.0,1.0,0,0,False,,0.5,0,0,False,0.1
ATP6V1C1,2,"VHL, FBXW7",0,0,0.0,1.0,0,0,False,,0.5,0,0,False,0.1
RABGGTB,2,"BRCA2, FBXW7",0,0,0.0,1.0,0,0,False,,0.5,0,0,False,0.1
PTPN11,2,"BRAF, NRAS",0,0,0.0,1.0,0,0,False,,0.5,0,0,False,0.1
EP300,2,"EGFR, MYC",0,0,0.0,1.0,0,0,False,,0.5,0,0,False,0.1
PTGIR,0,,0,1,1.2273041559069533,2.491923245363705e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
PRKN,0,,0,1,1.0700496428612714,5.564179822489145e-29,0,0,False,,0.5,0,0,False,0.06666666666666667
AL121949.2,0,,1,0,1.1217910238341784,1.2802440390591233e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
QPCT,0,,1,0,1.329943050911492,8.572947468351833e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
QPRT,0,,1,0,1.0122000540480278,1.521142354550594e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
RAB11FIP1,0,,0,1,1.5169049118716478,4.1617522178717046e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
PYCARD,0,,1,0,1.473925358892747,4.6684589410502834e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
PXMP4,0,,0,1,1.4474204549109242,3.032194289403744e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
PUSL1,0,,1,0,1.0187705239083362,1.5247087907197808e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
PVALB,0,,1,0,1.3240169705996911,3.8629408891818434e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
PYROXD2,0,,0,1,1.2068631985217242,9.388413940640711e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
PVT1,0,,1,0,1.1421774719890794,7.422073122208383e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
RAB11FIP4,0,,1,0,1.1478545918105585,9.114287365156971e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
PSME2,0,,1,0,1.0551959726043032,9.135492171101824e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
PSMD3,0,,1,0,1.0348107898027177,3.493215952411969e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
PSMG3,0,,1,0,1.2990347891309373,2.3606541619142677e-29,0,0,False,,0.5,0,0,False,0.06666666666666667
PSRC1,0,,1,0,1.4302778679234094,3.281798949922641e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
PTAFR,0,,0,1,1.2721803566536591,3.744318880567643e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
PTGES3P2,0,,0,1,1.2281935297339794,3.677090478560623e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
PTGES,0,,1,0,2.212692615223024,1.754821734657604e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
PTCH2,0,,0,1,1.1865879583661976,6.879469955475675e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
PTGER3,0,,0,1,1.2865070122482245,6.906603862158023e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
AL121949.1,0,,1,0,2.3319554552651587,6.169956982491193e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
PTCRA,0,,0,1,1.7909752896193378,6.0079604684012546e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
PRSS8,0,,1,0,1.7650562707666202,6.421716358396952e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
PTCHD1,0,,0,1,1.52511209565818,1.993342505587838e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
